Note-id	Note_jpn	Note	Registered	LastUpdated
Note-id_265	A型インフルエンザウイルス、influenza A virus。	Influenza A virus.	2021-09-27	
Note-id_266	ダニ媒介脳炎ウイルス、tick-borne encephalitis virus。	Tick-borne encephalitis virus.	2021-09-27	
Note-id_267	クリミア・コンゴ出血熱ウイルス、Crimean-Congo haemorrhagic fever virus。	Crimean-Congo haemorrhagic fever virus.	2021-09-27	
Note-id_268	アイチウイルス、Aichi virus。	Aichi virus.	2021-09-27	
Note-id_269	E型肝炎、hepatitis E virus。	Hepatitis E virus.	2021-09-27	
Note-id_270	牛痘ウイルス、cowpox virus。	Cowpox virus.	2021-09-27	
Note-id_271	G5ロタウイルス、G5 rotavirus。	G5 rotavirus.	2021-09-27	
Note-id_272	リンパ球性脈絡髄膜炎ウイルス、lymphocytic choriomeningitis virus。	Lymphocytic choriomeningitis virus.	2021-09-27	
Note-id_273	コンパニオンアニマル（ペット）に感染可で、ヒトへの影響が特に懸念される（人獣共通感染症）ウイルス；ハンタウイルス、タヒナウイルス、ウエストナイルウイルス、ダニ媒介脳炎ウイルス、クリミア・コンゴ出血熱ウイルス、アイチウイルス、ヨーロッパコウモリリッサウィルス、E型肝炎ウイルス、牛痘ウイルス、G5ロタウイルス、A型インフルエンザウイルス、リンパ球性脈絡髄膜炎ウイルス。	(Zoonotic) viruses of highest concern for human health and were reported capable of infecting companion animals (pets); hantaviruses, Tahyna virus, West Nile virus, tick-borne encephalitis virus, Crimean-Congo haemorrhagic fever virus, Aichi virus, European bat lyssavirus, hepatitis E virus, cowpox virus, G5 rotavirus, influenza A virus and lymphocytic choriomeningitis virus.	2021-09-27	
Note-id_274	感染可で、ヒトへの影響が特に懸念される（人獣共通感染症）ウイルス；ハンタウイルス、タヒナウイルス、ウエストナイルウイルス、ダニ媒介脳炎ウイルス、クリミア・コンゴ出血熱ウイルス、アイチウイルス、ヨーロッパコウモリリッサウィルス、E型肝炎ウイルス、牛痘ウイルス、G5ロタウイルス、A型インフルエンザウイルス、リンパ球性脈絡髄膜炎ウイルス。	(Zoonotic) viruses of highest concern for human health and were reported capable of infecting; hantaviruses, Tahyna virus, West Nile virus, tick-borne encephalitis virus, Crimean-Congo haemorrhagic fever virus, Aichi virus, European bat lyssavirus, hepatitis E virus, cowpox virus, G5 rotavirus, influenza A virus and lymphocytic choriomeningitis virus.	2021-09-27	
Note-id_275	リフトバレー熱ウイルス、Rift Valley fever virus。	Rift Valley fever virus.	2021-09-27	
Note-id_276	コンパニオンアニマル（ペット）に感染可で、食料生産（哺乳）動物あるいはトリへの影響が特に懸念される（人獣共通感染症）ウイルス；ブルータングウイルス アフリカ豚熱ウイルス、口蹄疫ウイルス、ランピースキン病ウイルス、リフトバレー熱ウイルス、豚サーコウイルス、ペスチウイルスC（CSFウイルス）、ウマヘルペスウイルス9型、小反芻獣疫ウイルス、馬伝染性貧血ウイルス。	(Zoonotic) viruses of highest concern for food production mammals or birds and were reported capable of infecting companion animals (pets); bluetongue virus, African swine fever virus, foot-and-mouth disease virus, lumpy skin disease virus, Rift Valley fever virus, porcine circovirus, classical swine fever virus, equine herpesvirus 9, peste des petits ruminants virus and equine infectious anaemia virus (equine infectious anemia virus).	2021-09-27	
Note-id_277	感染可で、食料生産（哺乳）動物あるいはトリへの影響が特に懸念される（人獣共通感染症）ウイルス；ブルータングウイルス アフリカ豚熱ウイルス、口蹄疫ウイルス、ランピースキン病ウイルス、リフトバレー熱ウイルス、豚サーコウイルス、ペスチウイルスC（CSFウイルス）、ウマヘルペスウイルス9型、小反芻獣疫ウイルス、馬伝染性貧血ウイルス。	(Zoonotic) viruses of highest concern for food production mammals or birds and were reported capable of infecting; bluetongue virus, African swine fever virus, foot-and-mouth disease virus, lumpy skin disease virus, Rift Valley fever virus, porcine circovirus, classical swine fever virus, equine herpesvirus 9, peste des petits ruminants virus and equine infectious anaemia virus (equine infectious anemia virus).	2021-09-27	
Note-id_278	コンパニオンアニマル（ペット）に感染可で、食料生産魚への影響が特に懸念される（人獣共通感染症）ウイルス；コイヘルペスウイルス3型、ウイルス性出血性敗血症ウイルス、伝染性膵臓壊死症ウイルス。	(Zoonotic) viruses of highest concern for food production fishes and were reported capable of infecting companion animals (pets); cyprinid herpesvirus 3 (koi herpesvirus), viral haemorrhagic septicaemia virus and infectious pancreatic necrosis virus.	2021-09-27	2021-09-29
Note-id_279	感染可で、食につながる魚への影響が特に懸念される（人獣共通感染症）ウイルス；コイヘルペスウイルス3型、ウイルス性出血性敗血症ウイルス、伝染性膵臓壊死症ウイルス。	(Zoonotic) viruses of highest concern for food production fishes and were reported capable of infecting; cyprinid herpesvirus 3 (koi herpesvirus), viral haemorrhagic septicaemia virus and infectious pancreatic necrosis virus.	2021-09-27	
Note-id_280	人獣共通感染症あるいは食品生産動物ウイルスの発生源として最も懸念される動物；コンパニオンアニマル（ペット）として飼育下の肉食動物、齧歯目、食料生産動物。	Highest concern animals as sources of zoonotic or food production animal viruses; domestic carnivores, rodents and food production animals kept as companion animals.	2021-09-27	2021-09-29
Note-id_281	人獣共通感染症あるいは食品生産動物ウイルスの発生源として最も懸念される動物；肉食動物、齧歯目、食料生産動物。	Highest concern animals as sources of zoonotic or food production animal viruses; carnivores, rodents and food production animals.	2021-09-27	2021-09-29
Note-id_282	出血熱。	Hemorrhagic fever.	2021-09-27	
Note-id_283	サハラ以南のアフリカ諸国。	Sub-Saharan African countries.	2021-09-27	
Note-id_284	流行が突然おこる。	Epidemics occurrence suddenly.	2021-09-27	
Note-id_285	エボラウイルスの宿主（感染源）。	Reservoirs/hosts for Ebola virus.	2021-09-27	
Note-id_286	候補宿主動物（感染源）－（エジプトルーセットオオ）コウモリ（洞窟に生息）。	Candidate animal reservoir/host; bat (Rousettus aegyptiacus) (in cave home).	2021-09-27	
Note-id_287	エボラウイルス（ザイール）の有力宿主（感染源）－ウマヅラコウモリ、フランケオナシケンショウコウモリ、コクビワフルーツコウモリ。	Strong candidate reservoirs/hosts for Ebola-Zaire virus; Hammer-headed Bats (Hypsignathus monstrosus), Epauletted Fruit Bats (Epomops franqueti), and Little Collared Fruit Bats (Myonycteris torquata).	2021-09-27	2021-10-22
Note-id_288	自然宿主（感染源）－マールブルグウイルス検出；エジプトルーセットオオコウモリ（鉱山に生息）（ウガンダ）。	Natural animal reservoir/host by Marburg virus isolation; Rousettus aegyptiacus (Egyptian Fruit Bats) (in mine home) (in Uganda).	2021-09-27	
Note-id_289	マールブルグウイルスの自然宿主（感染源）（エジプトルーセットオオコウモリ）。	Natural reservoir/host for Marburg virus; Rousettus aegyptiacus (Egyptian Fruit Bats).	2021-09-27	
Note-id_290	コウモリとの近接触域を避ける（洞窟や鉱山など）。	Should off limit close contact areas with bats (e.g., in caves and mines).	2021-09-27	
Note-id_291	エボラウイルス(など）をもっているであろう野生動物の死骸に接触しない、摂取しない。	Avoid contact with and consumption of wild animal carcasses may having Ebola virus and other zoonoses pathogens.	2021-09-27	
Note-id_292	マールブルグウイルス(など）をもっているであろう野生動物の死骸に接触しない、摂取しない。	Avoid contact with and consumption of wild animal carcasses may having Marburg virus and other zoonoses pathogens.	2021-09-27	
Note-id_293	人獣感染症病原体をもっているであろう野生動物の死骸に接触しない、摂取しない。	Avoid contact with and consumption of wild animal carcasses may having zoonoses pathogens.	2021-09-27	
Note-id_294	新種のバルトネラ菌を保持。	Harbor a novel Bartonella species, Bartonella rousetti.	2021-09-27	
Note-id_295	新種のバルトネラ菌Bartonella rousettiを保持；エジプトルーセットオオコウモリ（洞窟に生息）、コウモリバエ。	Bartonella rousetti, a novel Bartonella species is harbored by Egyptian fruit bats (Rousettus aegyptiacus) (in cave home) and bat flies (Eucampsipoda africana).	2021-09-27	
Note-id_296	新種のバルトネラ菌Bartonella rousettiを保持するエジプトルーセットオオコウモリおよびコウモリバエ生息洞窟周辺住人の少数は、この菌に感染歴があった（ナイジェリア）。	A few people live near caves had infected a novel Bartonella, Bartonella rousetti (in Nigeria). There are Egyptian fruit bats (Rousettus aegyptiacus) and bat flies harbor it.	2021-09-27	
Note-id_297	コウモリが保持するバルトネラ菌がヒトに感染する可能性がある。	Bartonella strains harbored by bats might be capable of infecting humans.	2021-09-27	
Note-id_298	コウモリが保持するバルトネラ菌がヒトに感染する可能性。	Any Bartonella strains transmission from bats to humans?	2021-09-27	
Note-id_299	人獣共通感染症の宿主。	Reservoirs/hosts for zoonotic disease.	2021-09-27	
Note-id_300	候補宿主もしくは媒介ーコウモリ、霊長目。	Candidate animal reservoirs/hosts; bats and primates.	2021-09-27	2021-09-29
Note-id_301	霊長目の食料になっている（ヘラコウモリの1種）（セアカリスザル）（アフリカ（ケニア、タンザニア連合共和国）、（中央）アメリカ）。	Eaten by primates (phyllostomid bats) (Central American squirrel monkeys) (in Africa (Kenya and Tanzania) and (Central) America).	2021-09-27	2021-09-29
Note-id_302	コウモリを食べる（セアカリスザル）（ヘラコウモリの1種）（（中央）アメリカ）、食べきるまで長時間接触（アフリカ（ケニア、タンザニア連合共和国））。	Eating bats (Central American squirrel monkeys) (phyllostomid bats) (in Central America) and prolonged contact with them (in Africa (Kenya and Tanzania)).	2021-09-27	
Note-id_303	コウモリが霊長目の食料になっている（アフリカ（ケニア、タンザニア連合共和国）、中央アメリカ）。	Primates (Central American squirrel monkeys) eat bats (phyllostomid bats) (in Africa (Kenya and Tanzania) and (Central) America).	2021-09-27	2021-09-29
Note-id_304	コウモリと霊長目の捕食ー被食者関係と、エボラウイルス病などの人獣共通感染症伝播。	Predator-prey relations between bats and primates may transmission of zoonotic disease (including Ebola virus).	2021-09-27	2021-09-29
Note-id_305	コウモリと霊長目の捕食ー被食者関係と、エボラウイルス病伝播（その他の人獣共通感染症伝播を含む）。	Predator-prey relations between bats and primates may transmission of Ebola virus disease (including other zoonotic diseases).	2021-09-27	2021-09-29
Note-id_306	トビの食料になっている（ハバシトビ）（セアカリスザル、ヘラコウモリの1種）（（中央）アメリカ）。	Eaten by kites (Central American squirrel monkeys, phyllostomid bats) (Harpagus bidentatus) (in (Central) America).	2021-09-27	
Note-id_307	コウモリと霊長目を食べる（ハバシトビ）（ヘラコウモリの1種）（セアカリスザル）（（中央）アメリカ）。	Eating bats (phyllostomid bats) and primates (Central American squirrel monkeys) (Harpagus bidentatus) (in (Central) America).	2021-09-27	2021-09-29
Note-id_308	コウモリと霊長目がトビの食料になっている（セアカリスザル、ヘラコウモリの1種）（（中央）アメリカ）。	Kites (Harpagus bidentatus) eat bats (phyllostomid bats) and primates (Central American squirrel monkeys) (in (Central) America).	2021-09-27	2021-09-29
Note-id_309	アリやシロアリを食べ、森林を維持している。	Eating ants and termites, and relate to control forest ecology.	2021-09-27	
Note-id_310	センザンコウに食べられる。	Eaten by pangolins.	2021-09-27	
Note-id_311	ヒトの食料になっており、（伝統）薬にもなっている。	Humans eat pangolin meat and used as traditional medicine.	2021-09-27	
Note-id_312	経済効果が高い（食料、（伝統）薬）。	High economic effect; food and traditional medicine.	2021-09-27	
Note-id_313	密猟と生息地の破壊で絶滅にひんしている。	Threatened with  extinction by illegal hunting and habitat destruction.	2021-09-27	
Note-id_314	保護繁殖が難しい（飼育環境、食事、繁殖、病気管理など）。	Captive breeding is important way to protect them but is difficult (living, feeding, reproduction and disease control).	2021-09-27	
Note-id_315	薬用動物についての更なる研究が必要。	Needs further studies for medicinal animals.	2021-09-27	
Note-id_316	伝統医学師とセンザンコウ販売者の多くは、センザンコウが保護の対象となっていること、取引や伝統薬としての使用が規制されていることを知らなかった（初等教育を受けていたのは半数）（ナイジェリアでのアンケート）。	Most of traditional medical practitioners and dealers of pangolins did not know either the conservation status of pangolins or the existence of any legal regulation for trade and medical usage of them (above 55% had just primary education) (interview results, in Nigeria).	2021-09-27	
Note-id_317	野性動物の保護および取引や使用の規制があっても、周知されていない。また、多くの（科学的証拠はないものも含む）薬効、民族文化、利益が、取引規制を妨げている（例、センザンコウ）。	Lack of aware of either the conservation status of pangolins or the existence of any legal regulation for trade and medical usage of it. Also, its numerous medicinal values (including no scientific evidences), folk culture and financial benefits prevent legal regulation for trade and use of it (e.g., pangolins).	2021-09-27	
Note-id_318	ほとんどの伝統医学師とセンザンコウ販売者にとって、センザンコウが生計の柱である（ナイジェリア）。	Trades and medical use of pangolins are main livelihood for most dealers and traditional Yorubic medical practitioners (tymps) (in Nigeria).	2021-09-27	
Note-id_319	ヨルビックの伝統薬になっている（不妊症、胃腸障害、安全な分娩、胃潰瘍、リウマチ、子宮筋腫など42状態）（ナイジェリア）。	Used as traditional Yorubic medicine (e.g., ​infertility, gastro-intestinal disorders, safe parturition, stomach ulcers, rheumatism and fibroid) (in Nigeria).	2021-09-27	2021-11-05
Note-id_320	不妊症、胃腸障害、安全な分娩、胃潰瘍、リウマチ、子宮筋腫などへの薬効の有無。	Needs further information that pangolins have bioactive somethings pharmacologically for treating example ​infertility, gastro-intestinal disorders, safe parturition, stomach ulcers, rheumatism and fibroid.	2021-09-27	
Note-id_321	伝統薬以外の使用（商売繁盛、見えなくする、邪気払い、悪霊、魔女退散、お金の儀式）（ナイジェリア）。	Use for out of the range of conventional medicine (boosting sales, conferring invisibility, removing bad luck, appeasing/wading off witches cum evil forces and money rituals) (in Nigeria).	2021-09-27	
Note-id_322	ヨルビックの伝統薬は時として幼体や妊娠中のメスセンザンコウを必要とするため、センザンコウの繁殖に影響を及ぼす。	Needs juvenile, or even pregnant female pangolins for traditional Yorubic medicine in some cases make its low reproduction.	2021-09-27	
Note-id_323	（例、センザンコウ）保護のため、教育と啓蒙が緊急に必要。	Urgent needs for education and enlightenment to be aware of the conservation of them (e.g., pangolins).	2021-09-27	
Note-id_324	ブッシュミート（ダイカー、センザンコウ、トリ、カメ）に、住血胞子虫が寄生していた（ガボン共和国）。	Haemosporidian parasites infected bushmeat (duiker, pangolin, bird and turtle) (in Gabon).	2021-09-27	
Note-id_325	住血胞子虫に感染（ガボン共和国）。	Infected with haemosporidian parasites (in Gabon).	2021-09-27	
Note-id_327	ヒトの食料になっており（ブッシュミート）、流通している（中央アフリカ（ガボン共和国））。	Eaten and distributed by humans (as bushmeat) (e.g., in Central Africa (Gabon)).	2021-09-27	
Note-id_331	異なる系統の住血胞子虫（コウモリ由来ポリクロモフィラス属及びトリ、トカゲ由来プラスモジウム属（マラリア原虫が含まれる））に混合感染（ガボン共和国）。	Mix-infected with distinct parasite lineages of haemosporidian parasites, Polychromophilus from bat and Plasmodium from birds and lizards (in Gabon).	2021-09-27	
Note-id_332	ダイカーのブッシュミートに、異なる系統の住血胞子虫が混合寄生していた（コウモリ由来ポリクロモフィラス属及びトリ、トカゲ由来プラスモジウム属（マラリア原虫が含まれる））（ガボン共和国）。	Mixed infection with distinct parasite lineages of haemosporidian parasites (Polychromophilus from bat and Plasmodium from birds and lizards) occurred in duiker bushmeat (in Gabon).	2021-09-27	
Note-id_333	ポリクロモフィラス属（住血胞子虫）に感染。	Infected with Polychromophilus (haemosporidian parasites).	2021-09-27	
Note-id_334	竜弓類プラスモジウム属（マラリア原虫が含まれる）（住血胞子虫）に感染。	Infected with sauropsid Plasmodium (haemosporidian parasites).	2021-09-27	
Note-id_335	異なる系統の住血胞子虫（コウモリ由来ポリクロモフィラス属及びトリ/トカゲ由来竜弓類プラスモジウム属（マラリア原虫が含まれる））による混合感染が、別の宿主（ダイカー）でおきた。	Mixed infection with distinct parasite lineages of haemosporidian parasites (Polychromophilus from bat and Plasmodium from birds and lizards) occurred in duikers which are not natural hosts of them.	2021-09-27	
Note-id_336	（無症候とは限らない自然宿主以外での）混合感染により、感染動物、病原体双方に何が生じるか。	What will happen both in hosts and pathogens when mix-infections occur (especially in which are not natural hosts and sometimes symptomatic)?	2021-09-27	
Note-id_337	進化上異なる住血胞子虫（プラスモジウム科）が自然宿主ではない哺乳綱/哺乳類に混合感染し、ハマダラカで確認されることから、蚊による伝播が考えられる。	Distinct parasite lineages of haemosporidian parasites (family Plasmodiidae) mix-infect mammals, are not natural hosts (e.g., duikers), and present in anopheles means mosquitoes may transmit them.	2021-09-27	
Note-id_338	進化上異なる住血胞子虫（プラスモジウム科）が確認され、哺乳綱/哺乳類への伝播が考えられる。	Presences of distinct parasite lineages of haemosporidian parasites (family Plasmodiidae) in, mean may transmit them to mammals.	2021-09-27	
Note-id_326	逆説的に、（多くで無症候な自然宿主内での）混合感染では、自然宿主、病原体双方に何が生じているのか。	What happen paradoxically both in natural hosts and pathogens when mix-infections occur and usually asymptomatic?	2021-09-27	
Note-id_328	逆説的に、（多くで無症候/混合感染が可能な）自然宿主が別の外部圧を受けた場合（農薬/（自主的ではない）すみかの移動など）、自然宿主、病原体双方に何が生じうるか。	What will happen paradoxically both in natural hosts and pathogens when mix-infections occur and usually asymptomatic but under anthropogenic pressures such as chemicals and moves their roost sites destroyed by humans?	2021-09-27	
Note-id_329	リュウゼツラン（スピリッツ（アルコール）の原料）の開花時に生じる蜜の回廊に沿って、広範囲に移動するかもしれない。	A nectar corridor, made of flowering of agave (distilled into spirit drink) (from the Western Coast and nearby islands, to the Andean arid patches) may widen their feeding areas.	2021-09-27	
Note-id_330	家畜小屋は、多くの病原体を媒介するサシチョウバエ（sand fly）の休息地や繁殖地となっている（フレボトミンサシチョウバエ）（リーシュマニア症の流行地（ケニア））。	Animal sheds are utilized by different sand flies as resting or breeding habitats. They transmit many pathogens (Phlebotomine sand flies) (in leishmaniasis hotspots (Kenya)).	2021-09-29	
Note-id_341	人獣共通感染症あるいは食品生産動物ウイルスの発生源として最も懸念される動物の１つ。	One of the highest concern animals as sources of zoonotic or food production animal viruses.	2021-09-29	2021-10-01
Note-id_342	宿主内の微生物叢/マイクロバイオームは、人獣共通感染症の感染源内からの早期サインとして、人獣共通感染症の出現を予測、予防、管理する手がかりを提供しうる。	Microbiome in hosts may give keys to predict, prevent and control possibilities of emerging zoonoses as early warnings in the surveillance of zoonotic reservoirs.	2021-10-13	
Note-id_343	ウイルス、細菌、寄生虫といった複数の病原体のキャリアや感染源となりえ、それらに対し、強力な免疫をもつ。	Reservoirs/carriers for multiple pathogens such as viruses, bacteria and parasites. And the immunity against many of them is robust.	2021-10-13	
Note-id_344	微生物叢/マイクロバイオームが宿主の免疫システムを誘導、訓練し、結果、飛躍的に進化させることで、共生関係がうまれる。	The diverse microbiota in hosts induces and trains the hosts' immune system. It has produced large evolution of host immune system for their symbiotic relationship.	2021-10-13	
Note-id_345	心臓組織の微生物叢/マイクロバイオームには、バラエティー豊かな細菌が存在し、プロテオバクテリアおよびフィルミクテス門が最も存在した。	Bacterial groups of microbiome in heart tissue are wide various and the most abundant phyla are Proteobacteria and Firmicutes.	2021-10-13	
Note-id_346	昆虫食コウモリの心臓組織の微生物叢/マイクロバイオームには、バラエティー豊かな細菌が存在し、プロテオバクテリアおよびフィルミクテス門が最も存在した（バルトネラ菌およびリケッチア特異的PCRによって、バルトネラ菌数種；ユーラシアコヤマコウモリ、リケッチア数種（示唆）；ヒメキクガシラコウモリ）。	Bacterial groups of microbiome in heart tissue of insectivorous bats are wide various and the most abundant phyla are Proteobacteria and Firmicutes (using  species-specific PCRs for Bartonella spp. and Rickettsia spp.; Bartonella spp. in Nyctalus noctula and Rickettsia spp. in Rhinolophus hipposideros).	2021-10-13	
Note-id_347	宿主内の微生物叢/マイクロバイオームの多様性と組成は測定年や場所に影響されず、宿主種の違いが微生物叢の構造や存在量を決定する。	The diversity and composition of microbiome in hosts depends on host species but not year or location investigated it.	2021-10-13	
Note-id_340	微生物叢/マイクロバイオームからバルトネラ菌数種（未同定）が見つかった（但し、バルトネラ菌とリケッチア特異的PCR）。	Bartonella spp., vector-borne bacteria, present in microbiome (but only species-specific PCRs for Bartonella spp. and Rickettsia spp.).	2021-10-13	
Note-id_339	微生物叢/マイクロバイオームからリケッチア数種（未同定）の存在が示唆された（但し、バルトネラ菌とリケッチア特異的PCR）。	Rickettsia spp.., vector-borne bacteria, indicate to present in microbiome (but only species-specific PCRs for Bartonella spp. and Rickettsia spp.).	2021-10-13	
Note-id_348	宿主内微生物叢/マイクロバイオームの多様性と組成は、将来、気候変動などによる環境変化によって、測定年や場所にも影響されうるか。	Are there any possibility or not, in future, that the diversity and composition of microbiome in hosts depends on the year or location investigated it?	2021-10-13	
Note-id_349	昆虫食コウモリは種毎に様々な微生物叢/マイクロバイオームをもつので、獲得してきた強力な免疫システムもまた種毎に異なる可能性が高い。ひいては、それらが何某か関与する人獣共通感染症もキャリア/感染源種毎に考慮する必要があるかもしれない。	Each species of insectivorous bats has different microbiome and could get species-specific robust immune systems. It might have to be considered about species of reservoirs/carriers cause or relate to zoonoses.	2021-10-13	
Note-id_350	さまざまな人獣共通感染症のキャリアや感染源としてあげられるコウモリの強力な免疫システム（おそらく、感染無症候性メカニズム）の一端は、種毎の微生物叢/マイクロバイオームが関与している。	Species-specific microbiome might partially provide bats which are reservoirs/carriers of various zoonoses, with their robust immune systems (mostly asymptomatic mechanism).	2021-10-13	
Note-id_351	（人獣共通感染症を含む）様々なウイルスの自然宿主（感染源）かつ無症候性キャリア。	Natural reservoirs/hosts for various (and including zoonotic) viruses, and carriers asymptomatic aginst them.	2021-10-13	
Note-id_352	いくつかの人獣共通感染症の自然宿主かつ無症候性キャリア；トリおよびコウモリ。	Some zoonotic natural reservoirs/hosts and carriers asymptomatic aginst them; birds and bats.	2021-10-13	
Note-id_353	トリとコウモリは、空を飛べる現存する唯一の脊椎動物で、収斂進化をしてきた。	Birds and bats are the only extant vertebrates which can fly and they have evolved convergently.	2021-10-13	
Note-id_354	飛ぶ能力を備えたことで劇的な適応放散をし、多様なニッチ/生態的地位を占め、地球の大部分を開拓してきた。	Getting abilities to fly allows dramatic adaptive radiations and occupancies of diverse ecological niches and migration of most areas on the earth. 	2021-10-13	
Note-id_355	多くの種が都市環境に適応している。	Many species of them are well adapted to urban environments.	2021-10-13	
Note-id_356	都市環境を生息地とする種のほうが、完全な自然界にいる種よりも、より多くの人獣共通感染症病原体を保有しているかもしれず、ヒトや家畜へ飛び火（スピルオーバー）するリスクが高い。	Many species of them whose habitats are urban environments, may host more zoonotic pathogens than others which living in nature. There are high potential risks of viral spillover transmission to domestic animals and humans.	2021-10-13	
Note-id_357	トリやコウモリの多くの種が都市環境に適応しており、完全な自然界にいる種よりも、より多くの人獣共通感染症病原体を保有しているかもしれず、ヒトや家畜へ飛び火（スピルオーバー）するリスクが高い。	Many species of birds and bats are well adapted to urban environments and may host more zoonotic pathogens than others which living in nature. There are high potential risks of viral spillover transmission to domestic animals and humans.	2021-10-13	
Note-id_358	家畜やヒトに近い都市環境に住むトリやコウモリに潜伏している多くの人獣共通感染症ウイルスのうち特に新しいものは、地球規模でのパンデミックを引き起こす可能性が非常に高い。	Many of zoonotic viruses, are harbored by birds and bats habited in urban environments closed to domestic animals and humans, especially novel ones have high potential to cause global pandemics.	2021-10-13	
Note-id_359	様々なウイルス、細菌、真菌の自然宿主（感染源）および有力な媒介動物。	Natural reservoirs/hosts and potent vectors for various viruses, bacteria, and fungi.	2021-10-13	
Note-id_360	保菌/媒介する様々なウイルス性、細菌性、真菌性病原体は排泄物/グアノ由来微生物叢/マイクロバイオームからも検出される。	Various viral, bacterial and fungal pathogens are also detected in microbiome of their excreta/guano.	2021-10-13	
Note-id_361	都市環境で個体数が増えたコウモリは、他の動物やヒトに容易に近づけるので、潜伏している多くの人獣共通感染症ウイルス、細菌、真菌が新たにアウトブレイクする危険がある。	Overpopulated bats in urban areas are easy to interaction with other animals and humans, might emerge new zoonotic disease outbreaks caused by their harbored viruses, bacteria, and fungi.	2021-10-13	
Note-id_362	森林伐採などによる自然生息地の破壊や都市化によって、都市部に住むコウモリの個体数が急激に増えた。	Destruction of natural habitats including deforestation, urbanization, and anthropization hastily make bats in urban areas overpopulated.	2021-10-13	
Note-id_363	様々なウイルス性、細菌性、真菌性人獣共通感染症の自然宿主および有力な媒介動物；コウモリ。	Various viral, bacterial and fungal zoonotic natural reservoirs/hosts and potent vectors; bats.	2021-10-13	
Note-id_364	コウモリが保菌/媒介する様々なウイルス性、細菌性、真菌性病原体が、排泄物/グアノ由来微生物叢/マイクロバイオームからも検出される。	Various viral, bacterial and fungal pathogens harbored by bats, are also detected in microbiome of their excreta/guano.	2021-10-13	
Note-id_365	ハイスループット法などで様々な生物種や地域での微生物叢/マイクロバイオーム（排泄物由来（グアノなど）や母乳及びピジョンミルク/素嚢（そのう）乳を含む)検査を網羅的におこなうと、対策への多くのヒントがえられるかもしれない。	Comprehensive screenings of various microbiome from different hosts (including their excreta such as guano, breast milk or pigeon milk) or places may present us many hints of preventing zoonoses.	2021-10-13	
Note-id_366	（排泄物（グアノなど））微生物叢/マイクロバイオームを含む試料の研究をしないことには対策へのヒントは見つからないが、採取者/研究者の感染予防対策だけでなく、可能な限りの機械化/自動化（採取や輸送にも万全を期す）、採取場の環境保全/汚染防止や、試料の持ち出しによる外部への汚染がないよう細心の注意が必要となる。救おうとして行ったはずの研究が、アウトブレイクのきっかけにならないような技術開発や、遵守項目、世界規模での普及が必要だ。	Comprehensive screenings of various microbiome from different hosts (including their excreta such as guano) or places are needed and important but there are also many cautions; suitable PPEs for samplers and researchers, automation as possible at sampling (and remember the case of Reston ebolavirus, had sent for first research sample easily but of course, nobody with malice at that time), environmental preservation and preventing of pollution at sampling areas, and foreclose secondary pollution for taking sample out. We have just researched for preventing zoonoses and kept developments of new technologies for avoiding any zoonotic outbreaks, making safe protocols and sharing in the globe and doing strict compliance provided above. Please never ever open Pandora's box and as One Health.	2021-10-13	
Note-id_367	試料（排泄物/グアノ状態も含む）のウイルス、細菌、真菌等含有病原体の感染力があるのか、ないのか。何が含まれているのか分からない状態のものは、どのようなセイフティーレベルで取り扱うべきなのか？	Is there any harmful infectivity of zoonotic pathogens like viruses, bacteria, and fungi included in excreta/guano or not? How and with which biosafety level should we handle those samples including unknowns?	2021-10-13	
Note-id_368	感染源が分かっても、多くの場合、それらの病原体は直接ヒトへ爆発的に伝播しない。不明/未知の何かが存在するはずなので、どうか気をつけて研究をしてください。	Even if turn out natural hosts harbored pathogens cause threatening infections, only few transmission from them directly. Missing and unknown routes untill to us are still there. Need further information but please caution them.	2021-10-13	
Note-id_369	排泄物/グアノが、病原性酵母や、好ケラチン性および二形性/二相性ヒト病原性真菌、重度の風土病性真菌症であるヒストプラスマ症や特に免疫不全患者で重度のクリプトコックス症をひきおこす真菌の増殖に最適。	Their excreta/guano is the most suitable substrate for fungal reproduction and dissemination; pathogenic yeasts and keratinophilic and dimorphic human pathogenic fungi (cause severe endemic mycoses (histoplasmosis) and fatal cryptococcosis (especially deadly in immunocompromised individuals)).	2021-10-13	
Note-id_370	コウモリの排泄物/グアノが、病原性酵母や、好ケラチン性および二形性/二相性ヒト病原性真菌、重度の風土病性真菌症であるヒストプラスマ症や特に免疫不全患者で重度のクリプトコックス症をひきおこす真菌の増殖に最適。	Bats' excreta/guano is the most suitable substrate for fungal reproduction and dissemination; pathogenic yeasts and keratinophilic and dimorphic human pathogenic fungi (cause severe endemic mycoses (histoplasmosis) and fatal cryptococcosis (especially deadly in immunocompromised individuals)).	2021-10-13	
Note-id_371	収斂進化をしているトリの排泄物/グアノの微生物叢/マイクロバイオームも、コウモリのものと同じように、人獣共通感染症の多様な病原体が見つかり、また、それらの増殖に最適なものなのだろうか。その場合も同様に深刻な病原性をもっているのだろうか。	Birds and bats have evolved convergently. Are there any various zoonotic pathogens in microbiome of birds’ excreta/guano, like bats' samples? Is birds’ excreta/guano also the most suitable substrates for them? Are they furthermore severe pathogenic?	2021-10-13	
Note-id_372	様々なウイルス性、細菌性、真菌性病原体の混合物；コウモリが保有（排泄物/グアノ）。	Mixtures of various viral, bacterial and fungal pathogens; in bats (excreta/guano).	2021-10-13	
