Dic-id	lexicalCue	exactID	synonymID	Registered	LastUpdated
Dic-id_1048	α1,3-galactose	https://glytoucan.org/Structures/Glycans/G09546QO		2021-09-07	
Dic-id_1049	serum sickness	MESH:D012713		2021-09-07	
Dic-id_1050	allergy	MESH:D006967		2021-09-07	
Dic-id_1051	N-glycolyl	MESH:D009438		2021-09-07	
Dic-id_1052	IgG	MESH:D007074		2021-09-07	
Dic-id_1053	XAV-19	MESH:C000716507		2021-09-07	
Dic-id_1054	neutralized			2021-09-07	
Dic-id_1055	angiotensin converting enzyme-2	Gene:59272		2021-09-07	
Dic-id_1056	<1			2021-09-07	
Dic-id_1057	μg/mL			2021-09-07	
Dic-id_1058	pig	Tax:9823		2021-09-07	
Dic-id_1059	GH-pAb	MESH:D000906		2021-09-07	
Dic-id_1060	GH-pAb	MESH:D006031		2021-09-07	
Dic-id_1061	Fc domains		MESH:D007141	2021-09-07	
Dic-id_1062	fail			2021-09-07	
Dic-id_1063	interact			2021-09-07	
Dic-id_1064	Fc receptors	MESH:D011961		2021-09-07	
Dic-id_1065	avoiding			2021-09-07	
Dic-id_1066	macrophage-dependent		MESH:D008264	2021-09-07	
Dic-id_1067	exacerbated			2021-09-07	
Dic-id_1068	inflammatory	MESH:D007249		2021-09-07	
Dic-id_1069	swine	Tax:9823		2021-09-07	
Dic-id_1070	glyco	MESH:D006031		2021-09-07	
Dic-id_1071	humanized			2021-09-07	
Dic-id_1072	pathogenic	MESH:D014774		2021-09-07	
Dic-id_1073	SARS-CoV	Tax:694009		2021-09-07	
Dic-id_1074	it	Tax:2697049		2021-09-07	
Dic-id_1075	outbreaks	MESH:D004196		2021-09-07	
Dic-id_1076	Saudi Arabia	MESH:D012529		2021-09-07	
Dic-id_1077	this	Tax:2697049		2021-09-07	
Dic-id_1078	spike protein (S)	Gene:1489668		2021-09-07	
Dic-id_1079	spike protein (S)	Gene:43740568		2021-09-07	
Dic-id_1080	furin-like		MESH:D045683	2021-09-07	
Dic-id_1081	other beta coronaviruses	Tax:1335626		2021-09-07	
Dic-id_1082	other beta coronaviruses	Tax:694009		2021-09-07	
Dic-id_1083	furin inhibitors			2021-09-07	
Dic-id_1084	SARS-CoV (SARS-CoV-2)	Tax:2697049		2021-09-07	
Dic-id_1085	induces			2021-09-07	
Dic-id_1086	neutralizing antibody	MESH:D057134		2021-09-07	
Dic-id_1087	D614			2021-09-07	
Dic-id_1088	D614G mutant		MESH:D009154	2021-09-07	
Dic-id_1089	CD8 T cell	MESH:D018414		2021-09-07	
Dic-id_1090	protects			2021-09-07	
Dic-id_1091	noses	MESH:D009666		2021-09-07	
Dic-id_1092	mRNA vaccine	MESH:C000711953		2021-09-07	
Dic-id_1093	prefusion			2021-09-07	
Dic-id_1094	stabilized			2021-09-07	
Dic-id_1095	trimer			2021-09-07	
Dic-id_1096	clinical phases		MESH:D002986	2021-09-07	
Dic-id_1097	184			2021-09-07	
Dic-id_1098	pre-clinical testing		MESH:D004353	2021-09-07	
Dic-id_1099	88			2021-09-07	
Dic-id_1100	April 13			2021-09-07	
Dic-id_1101	Emergency Use			2021-09-07	
Dic-id_1102	United States Food and Drug Administration	MESH:D014486		2021-09-07	
Dic-id_1103	Pfizer			2021-09-07	
Dic-id_1104	BioNtech			2021-09-07	
Dic-id_1105	Moderna			2021-09-07	
Dic-id_1106	mRNA vaccines	MESH:C000711953		2021-09-07	
Dic-id_1107	Johnson and Johnson			2021-09-07	
Dic-id_1108	vaccine	MESH:D014765		2021-09-07	
Dic-id_1109	UK	MESH:D006113		2021-09-07	
Dic-id_1110	government	MESH:D006076		2021-09-07	
Dic-id_1111	University of Oxford			2021-09-07	
Dic-id_1112	AstraZeneca			2021-09-07	
Dic-id_1113	future			2021-09-07	
Dic-id_1114	pandemics	MESH:D058873		2021-09-07	
Dic-id_1115	vaccines	MESH:D014765		2021-09-07	
Dic-id_1116	emerging and re-emerging		MESH:D021821	2021-09-07	
Dic-id_1117	viral diseases with zoonotic		MESH:D000086382	2021-09-07	
Dic-id_1118	diseases		MESH:D021821	2021-09-07	
Dic-id_1119	blood type A	https://glytoucan.org/Structures/Glycans/G00066MO		2021-09-07	
Dic-id_1120	blood	https://glytoucan.org/Structures/Glycans/G00068MO		2021-09-07	
Dic-id_1121	over-represented			2021-09-07	
Dic-id_1122	type O	https://glytoucan.org/Structures/Glycans/G00068MO		2021-09-07	
Dic-id_1123	under-represented			2021-09-07	
Dic-id_1124	blood group antigens	MESH:D001789		2021-09-07	
Dic-id_1125	prevalence	MESH:D015995		2021-09-07	
Dic-id_1126	type A	https://glytoucan.org/Structures/Glycans/G00066MO		2021-09-07	
Dic-id_1127	type	https://glytoucan.org/Structures/Glycans/G47548GA		2021-09-07	
Dic-id_1128	type	https://glytoucan.org/Structures/Glycans/G00066MO		2021-09-07	
Dic-id_1129	AB	https://glytoucan.org/Structures/Glycans/G47548GA		2021-09-07	
Dic-id_1130	AB	https://glytoucan.org/Structures/Glycans/G00066MO		2021-09-07	
Dic-id_1131	super-spreader	MESH:D002353		2021-09-07	
Dic-id_1132	random		MESH:D011897	2021-09-07	
Dic-id_1133	blocking			2021-09-07	
Dic-id_1134	community	Tax:9606		2021-09-07	
Dic-id_1135	spread	MESH:D007239		2021-09-07	
Dic-id_1136	pneumonia	MESH:D011014		2021-09-07	
Dic-id_1137	spreading		MESH:D058873	2021-09-07	
Dic-id_1138	S	Gene:43740568		2021-09-07	
Dic-id_1139	Envelope protein	Gene:43740570		2021-09-07	
Dic-id_1140	E	Gene:43740570		2021-09-07	
Dic-id_1141	Membrane glycoprotein	Gene:43740571		2021-09-07	
Dic-id_1142	M	Gene:43740571		2021-09-07	
Dic-id_1143	Nucleocapsid phosphoprotein	Gene:43740575		2021-09-07	
Dic-id_1144	N	Gene:43740575		2021-09-07	
Dic-id_1145	ORF8 protein	Gene:43740577		2021-09-07	
Dic-id_1146	100			2021-09-07	
Dic-id_1147	isolates			2021-09-07	
Dic-id_1148	fifteen			2021-09-07	
Dic-id_1149	countries			2021-09-07	
Dic-id_1150	reference sequence			2021-09-07	
Dic-id_1151	NC_045512.2	https://www.ncbi.nlm.nih.gov/nuccore/1798174254		2021-09-07	
Dic-id_1152	substitutions		MESH:D009154	2021-09-07	
Dic-id_1153	deletion	MESH:D017384		2021-09-07	
Dic-id_1154	13			2021-09-07	
Dic-id_1155	sites			2021-09-07	
Dic-id_1156	Finland	MESH:D005387		2021-09-07	
Dic-id_1157	India	MESH:D007194		2021-09-07	
Dic-id_1158	Australia	MESH:D001315		2021-09-07	
Dic-id_1159	N protein	Gene:43740575		2021-09-07	
Dic-id_1160	Spain	MESH:D013030		2021-09-07	
Dic-id_1161	Japan	MESH:D007564		2021-09-07	
Dic-id_1162	M protein	Gene:43740571		2021-09-07	
Dic-id_1163	substitution		MESH:D009154	2021-09-07	
Dic-id_1164	one			2021-09-07	
Dic-id_1165	mutation	MESH:D009154		2021-09-07	
Dic-id_1166	E protein	Gene:43740570		2021-09-07	
Dic-id_1167	ORF8	Gene:43740577		2021-09-07	
Dic-id_1168	aa84 L to S		MESH:D009154	2021-09-07	
Dic-id_1169	23			2021-09-07	
Dic-id_1170	Taiwan	MESH:D013624		2021-09-07	
Dic-id_1171	mutations	MESH:D009154		2021-09-07	
Dic-id_1172	severe acute respiratory syndrome coronavirus-2	Tax:2697049		2021-09-07	
Dic-id_1173	23 June			2021-09-07	
Dic-id_1174	8 993 659			2021-09-07	
Dic-id_1175	active cases		MESH:D012327	2021-09-07	
Dic-id_1176	469 587			2021-09-07	
Dic-id_1177	216			2021-09-07	
Dic-id_1178	countries, areas or territories			2021-09-07	
Dic-id_1179	global transmission		MESH:D058873	2021-09-07	
Dic-id_1180	bat	Tax:2709072		2021-09-07	
Dic-id_1181	RaTG13	Tax:2709072		2021-09-07	
Dic-id_1182	pangolin	Tax:2708335		2021-09-07	
Dic-id_1183	CoV	Tax:2708335		2021-09-07	
Dic-id_1184	CoV	Tax:2709072		2021-09-07	
Dic-id_1185	systematic phylogenetic analysis			2021-09-07	
Dic-id_1186	Coronavirinae	Tax:693995		2021-09-07	
Dic-id_1187	wild type			2021-09-07	
Dic-id_1188	97.41			2021-09-07	
Dic-id_1189	identity	MESH:D017385		2021-09-07	
Dic-id_1190	Pangolin-CoV	Tax:2708335		2021-09-07	
Dic-id_1191	92.22			2021-09-07	
Dic-id_1192	Bat-SL-CoV	Tax:1508227		2021-09-07	
Dic-id_1193	80.36			2021-09-07	
Dic-id_1194	beta-CoV	Tax:694002		2021-09-07	
Dic-id_1195	SARS-CoV-2 strains	Tax:2697049		2021-09-07	
Dic-id_1196	identical		MESH:D017385	2021-09-07	
Dic-id_1197	each other	Tax:2697049		2021-09-07	
Dic-id_1198	varied			2021-09-07	
Dic-id_1199	inserted sequence	MESH:D016254		2021-09-07	
Dic-id_1200	PRRA	MESH:D000595		2021-09-07	
Dic-id_1201	PRR	MESH:D000595		2021-09-07	
Dic-id_1202	serine	MESH:D012694		2021-09-07	
Dic-id_1203	Ser	MESH:D012694		2021-09-07	
Dic-id_1204	threonine	MESH:D013912		2021-09-07	
Dic-id_1205	Thr	MESH:D013912		2021-09-07	
Dic-id_1206	O-linked			2021-09-07	
Dic-id_1207	glycans	MESH:D011134		2021-09-07	
Dic-id_1208	pangolin	Tax:9974		2021-09-07	
Dic-id_1209	Manis javanica	Tax:9974		2021-09-07	
Dic-id_1210	bat	Tax:59477		2021-09-07	
Dic-id_1211	Rhinolophus affinis	Tax:59477		2021-09-07	
Dic-id_1212	global health	MESH:D014943		2021-09-07	
Dic-id_1213	new coronavirus	Tax:2697049		2021-09-07	
Dic-id_1214	sequence identity		MESH:D017385	2021-09-07	
Dic-id_1215	bat coronavirus RaTG13	Tax:2709072		2021-09-07	
Dic-id_1216	coronaviruses	Tax:11118		2021-09-07	
Dic-id_1217	other hosts			2021-09-07	
Dic-id_1218	one coronavirus	Tax:2708335		2021-09-07	
Dic-id_1219	Malayan pangolin	Tax:9974		2021-09-07	
Dic-id_1220	98.6			2021-09-07	
Dic-id_1221	97.8			2021-09-07	
Dic-id_1222	90.7			2021-09-07	
Dic-id_1223	amino acid identity		MESH:D017385	2021-09-07	
Dic-id_1224	E	MESH:D000086968		2021-09-07	
Dic-id_1225	M	MESH:D000086862		2021-09-07	
Dic-id_1226	N	MESH:D000086462		2021-09-07	
Dic-id_1227	S	MESH:D064370		2021-09-07	
Dic-id_1228	receptor-binding domain		MESH:D000072417	2021-09-07	
Dic-id_1229	virtually			2021-09-07	
Dic-id_1230	noncritical			2021-09-07	
Dic-id_1231	amino acid difference		MESH:D009154	2021-09-07	
Dic-id_1232	recombination		MESH:D011995	2021-09-07	
Dic-id_1233	Pangolin-CoV-like virus	Tax:2509511	Tax:2708335	2021-09-07	
Dic-id_1234	Bat-CoV-RaTG13-like virus	Tax:2509511	Tax:2709072	2021-09-07	
Dic-id_1235	17 of 25			2021-09-07	
Dic-id_1236	Malayan pangolins	Tax:9974		2021-09-07	
Dic-id_1237	pangolins	Tax:9974		2021-09-07	
Dic-id_1238	circulating			2021-09-07	
Dic-id_1239	coronavirus	Tax:2708335		2021-09-07	
Dic-id_1240	intermediate host			2021-09-07	
Dic-id_1241	most-trafficked mammal	Tax:9974		2021-09-07	
Dic-id_1242	wildlife trade			2021-09-07	
Dic-id_1243	controlled			2021-09-07	
Dic-id_1244	interacts		MESH:D053585	2021-09-07	
Dic-id_1245	interacts	MESH:D054884		2021-09-07	
Dic-id_1246	cellular			2021-09-07	
Dic-id_1247	heparan sulfate	MESH:D006497		2021-09-07	
Dic-id_1248	heparin	MESH:D006493		2021-09-07	
Dic-id_1249	binding site	MESH:D001665		2021-09-07	
Dic-id_1250	On cells			2021-09-07	
Dic-id_1251	binding		MESH:D054884	2021-09-07	
Dic-id_1252	both			2021-09-07	
Dic-id_1253	Unfractionated heparin		MESH:D006493	2021-09-07	
Dic-id_1254	non-anticoagulant heparin			2021-09-07	
Dic-id_1255	heparin lyases			2021-09-07	
Dic-id_1256	block			2021-09-07	
Dic-id_1257	virus		Tax:2697049	2021-09-07	
Dic-id_1258	attachment	MESH:D053585		2021-09-07	
Dic-id_1259	dependent			2021-09-07	
Dic-id_1260	Manipulation			2021-09-07	
Dic-id_1261	adhesion		MESH:D054884	2021-09-07	
Dic-id_1262	exogenous			2021-09-07	
Dic-id_1263	fractional			2021-09-07	
Dic-id_1264	Intradermal	MESH:D007271		2021-09-07	
Dic-id_1265	vaccination	MESH:D014611	MESH:D022341	2021-09-07	
Dic-id_1266	vaccination	MESH:D014611		2021-09-07	
Dic-id_1267	vaccination	MESH:D014611	MESH:D022401	2021-09-07	
Dic-id_1268	vaccination	MESH:D014611	MESH:D022321	2021-09-07	
Dic-id_1269	vaccination	MESH:D014611	MESH:D053918	2021-09-07	
Dic-id_1270	vaccination	MESH:D014611	MESH:D015721	2021-09-07	
Dic-id_1271	vaccination	MESH:D014611	MESH:D022362	2021-09-07	
Dic-id_1272	vaccination	MESH:D014611	MESH:D017325	2021-09-07	
Dic-id_1273	vaccination	MESH:D014611	MESH:D023321	2021-09-07	
Dic-id_1274	vaccination	MESH:D014611	MESH:D011819	2021-09-07	
Dic-id_1275	vaccination	MESH:D014611	MESH:D007252	2021-09-07	
Dic-id_1276	full			2021-09-07	
Dic-id_1277	influenza virus		Tax:11308	2021-09-07	
Dic-id_1278	poliovirus	Tax:138950		2021-09-07	
Dic-id_1279	PV	Tax:138950		2021-09-07	
Dic-id_1280	hepatitis B virus	Tax:10407		2021-09-07	
Dic-id_1281	HBV	Tax:10407		2021-09-07	
Dic-id_1282	hepatitis A virus	Tax:12092		2021-09-07	
Dic-id_1283	HAV	Tax:12092		2021-09-07	
Dic-id_1284	diphtheria	Tax:1717		2021-09-07	
Dic-id_1285	tetanus	Tax:1513		2021-09-07	
Dic-id_1286	pertussis	Tax:520		2021-09-07	
Dic-id_1287	bacterias	Tax:520		2021-09-07	
Dic-id_1288	bacterias	Tax:1513		2021-09-07	
Dic-id_1289	bacterias	Tax:1717		2021-09-07	
Dic-id_1290	D	Tax:1717		2021-09-07	
Dic-id_1291	T	Tax:1513		2021-09-07	
Dic-id_1292	P	Tax:520		2021-09-07	
Dic-id_1293	human papillomavirus	Tax:10566		2021-09-07	
Dic-id_1294	HPV	Tax:10566		2021-09-07	
Dic-id_1295	Japanese encephalitis virus	Tax:11072		2021-09-07	
Dic-id_1296	JE	Tax:11072		2021-09-07	
Dic-id_1297	meningococcus	Tax:487		2021-09-07	
Dic-id_1298	varicella zoster virus	Tax:10335		2021-09-07	
Dic-id_1299	VZV	Tax:10335		2021-09-07	
Dic-id_1300	yellow fever virus	Tax:11089		2021-09-07	
Dic-id_1301	valid			2021-09-07	
Dic-id_1302	efficacy			2021-09-07	
Dic-id_1303	efficiency	MESH:D004526		2021-09-07	
Dic-id_1304	influenza		Tax:11308	2021-09-07	
Dic-id_1305	rabies	Tax:11292		2021-09-07	
Dic-id_1306	influenza	MESH:D007252		2021-09-07	
Dic-id_1307	rabies	MESH:D011819		2021-09-07	
Dic-id_1308	HBV	MESH:D017325		2021-09-07	
Dic-id_1309	vaccines	MESH:D007252		2021-09-07	
Dic-id_1310	vaccines	MESH:D017325		2021-09-07	
Dic-id_1311	vaccines	MESH:D011819		2021-09-07	
Dic-id_1312	influenza vaccines	MESH:D007252		2021-09-07	
Dic-id_1313	immunogenicity	MESH:D000071497		2021-09-07	
Dic-id_1314	ID	MESH:D007271		2021-09-07	
Dic-id_1315	up to 20			2021-09-07	
Dic-id_1316	IM	MESH:D007273		2021-09-07	
Dic-id_1317	healthy			2021-09-07	
Dic-id_1318	adults			2021-09-07	
Dic-id_1319	elderly			2021-09-07	
Dic-id_1320	immunocompromised patients	MESH:D016867		2021-09-07	
Dic-id_1321	immunocompromised patients	Tax:9606		2021-09-07	
Dic-id_1322	children			2021-09-07	
Dic-id_1323	vaccines	MESH:D022341		2021-09-07	
Dic-id_1324	vaccines	MESH:D014765		2021-09-07	
Dic-id_1325	vaccines	MESH:D022401		2021-09-07	
Dic-id_1326	vaccines	MESH:D022321		2021-09-07	
Dic-id_1327	vaccines	MESH:D015721		2021-09-07	
Dic-id_1328	vaccines	MESH:D022362		2021-09-07	
Dic-id_1329	meningococcal disease	MESH:D008589	Tax:487	2021-09-07	
Dic-id_1330	COVID-19 vaccine	MESH:D000086663		2021-09-07	
Dic-id_1331	shortage			2021-09-07	
Dic-id_1332	dosing			2021-09-07	
Dic-id_1333	achieve			2021-09-07	
Dic-id_1334	herd immunity	MESH:D032521		2021-09-07	
Dic-id_1335	quickly			2021-09-07	
Dic-id_1336	Severe Acute Respiratory Syndrome	MESH:D045169		2021-09-07	
Dic-id_1337	Severe Acute Respiratory Syndrome	Tax:2697049		2021-09-07	
Dic-id_1338	SARS	MESH:D045169		2021-09-07	
Dic-id_1339	related coronavirus	Tax:2697049		2021-09-07	
Dic-id_1340	several countries			2021-09-07	
Dic-id_1341	zoonotic viral diseases	MESH:D000086965		2021-09-07	
Dic-id_1342	Rift Valley fever	Tax:11588		2021-09-07	
Dic-id_1343	West Nile	Tax:11082		2021-09-07	
Dic-id_1344	chikungunya	Tax:37124		2021-09-07	
Dic-id_1345	dengue	Tax:12637		2021-09-07	
Dic-id_1346	yellow fever	Tax:11089		2021-09-07	
Dic-id_1347	Crimean-Congo hemorrhagic fever	Tax:1980519		2021-09-07	
Dic-id_1348	influenza viruses		Tax:11308	2021-09-07	
Dic-id_1349	viruses	Tax:11089		2021-09-07	
Dic-id_1350	viruses	Tax:12637		2021-09-07	
Dic-id_1351	viruses	Tax:37124		2021-09-07	
Dic-id_1352	viruses	Tax:11082		2021-09-07	
Dic-id_1353	viruses	Tax:1980519		2021-09-07	
Dic-id_1354	viruses	Tax:11588		2021-09-07	
Dic-id_1355	viruses	Tax:11292		2021-09-07	
Dic-id_1356	other viruses			2021-09-07	
Dic-id_1357	African	MESH:D000349		2021-09-07	
Dic-id_1358	paucity			2021-09-07	
Dic-id_1359	information		MESH:D003140	2021-09-07	
Dic-id_1360	lack			2021-09-07	
Dic-id_1361	knowledge		MESH:D006266	2021-09-07	
Dic-id_1362	resources	MESH:D000067936		2021-09-07	
Dic-id_1363	climate change	MESH:D057231		2021-09-07	
Dic-id_1364	cultural traditions	MESH:D003469		2021-09-07	
Dic-id_1365	hotspot	MESH:D000086822		2021-09-07	
Dic-id_1366	vector-borne	MESH:D000079426		2021-09-07	
Dic-id_1367	diseases	MESH:D000079426		2021-09-07	
Dic-id_1368	virus diseases	MESH:D014777		2021-09-07	
Dic-id_1369	Africa	MESH:D000349		2021-09-07	
Dic-id_1370	surveillance	MESH:D062665		2021-09-07	
Dic-id_1371	viral diseases	MESH:D014777		2021-09-07	
Dic-id_1372	One Health measures	MESH:D000074823		2021-09-07	
Dic-id_1373	improve			2021-09-07	
Dic-id_1374	reduce			2021-09-07	
Dic-id_1375	viruses	Tax:10239		2021-09-07	
Dic-id_1376	Temple monkeys			2021-09-12	
Dic-id_1377	commensalism	MESH:D013559		2021-09-12	
Dic-id_1378	Kathmandu		MESH:D009390	2021-09-12	
Dic-id_1379	Nepal	MESH:D009390		2021-09-12	
Dic-id_1380	zoonotic transmission		MESH:D015047	2021-09-12	
Dic-id_1381	infectious agents			2021-09-12	
Dic-id_1382	monkey temples			2021-09-12	
Dic-id_1383	enzootic		MESH:D015047	2021-09-12	
Dic-id_1384	primate	Tax:9443		2021-09-12	
Dic-id_1385	39			2021-09-12	
Dic-id_1386	rhesus macaques	Tax:9544		2021-09-12	
Dic-id_1387	Swoyambhu Temple (Swayambhu Temple)			2021-09-12	
Dic-id_1388	Western blot	MESH:D015153		2021-09-12	
Dic-id_1389	polymerase chain reaction	MESH:D016133		2021-09-12	
Dic-id_1390	rhesus cytomegalovirus	Tax:47929		2021-09-12	
Dic-id_1391	RhCMV	Tax:47929		2021-09-12	
Dic-id_1392	Cercopithecine herpesvirus 1	Tax:10325		2021-09-12	
Dic-id_1393	CHV-1	Tax:10325		2021-09-12	
Dic-id_1394	simian virus 40	Tax:1891767		2021-09-12	
Dic-id_1395	SV40	Tax:1891767		2021-09-12	
Dic-id_1396	simian retrovirus		Tax:11632	2021-09-12	
Dic-id_1397	SRV		Tax:11632	2021-09-12	
Dic-id_1398	simian T-cell lymphotropic virus	Tax:39101		2021-09-12	
Dic-id_1399	STLV	Tax:39101		2021-09-12	
Dic-id_1400	simian immunodeficiency virus	Tax:11723		2021-09-12	
Dic-id_1401	SIV	Tax:11723		2021-09-12	
Dic-id_1402	simian foamy virus	Tax:11642		2021-09-12	
Dic-id_1403	SFV	Tax:11642		2021-09-12	
Dic-id_1404	Antibody	MESH:D000906		2021-09-12	
Dic-id_1405	seroprevalence	MESH:D016036		2021-09-12	
Dic-id_1406	94.9			2021-09-12	
Dic-id_1407	37			2021-09-12	
Dic-id_1408	89.7			2021-09-12	
Dic-id_1409	64.1			2021-09-12	
Dic-id_1410	25			2021-09-12	
Dic-id_1411	97.4			2021-09-12	
Dic-id_1412	38			2021-09-12	
Dic-id_1413	contact		MESH:D000085762	2021-09-12	
Dic-id_1414	macaques	Tax:9544		2021-09-12	
Dic-id_1415	Swoyambhu (Swayambhu)			2021-09-12	
Dic-id_1416	primateborne		Tax:9443	2021-09-12	
Dic-id_1417	reduce contact		MESH:D000085762	2021-09-12	
Dic-id_1418	primates	Tax:9443		2021-09-12	
Dic-id_1419	more than 1 200			2021-09-12	
Dic-id_1420	species			2021-09-12	
Dic-id_1421	flying foxes	Tax:9398		2021-09-12	
Dic-id_1422	diverse	MESH:D044822		2021-09-12	
Dic-id_1423	Mammals	Tax:40674		2021-09-12	
Dic-id_1424	Rodents	Tax:9989		2021-09-12	
Dic-id_1425	insectivorous			2021-09-12	
Dic-id_1426	others	Tax:9397		2021-09-12	
Dic-id_1427	frugivorous			2021-09-12	
Dic-id_1428	few of them	Tax:9397		2021-09-12	
Dic-id_1429	hematophagous			2021-09-12	
Dic-id_1430	Some of these animals	Tax:9397		2021-09-12	
Dic-id_1431	fly			2021-09-12	
Dic-id_1432	night			2021-09-12	
Dic-id_1433	crepuscular			2021-09-12	
Dic-id_1434	diurnal			2021-09-12	
Dic-id_1435	Some	Tax:9397		2021-09-12	
Dic-id_1436	long			2021-09-12	
Dic-id_1437	distances			2021-09-12	
Dic-id_1438	seasonal	MESH:D012621		2021-09-12	
Dic-id_1439	migrations	MESH:D025041		2021-09-12	
Dic-id_1440	Many species	Tax:9397		2021-09-12	
Dic-id_1441	colonial			2021-09-12	
Dic-id_1442	cave	MESH:D059552		2021-09-12	
Dic-id_1443	small home range			2021-09-12	
Dic-id_1444	solitary			2021-09-12	
Dic-id_1445	terrestrial			2021-09-12	
Dic-id_1446	biotic communities	MESH:D058448		2021-09-12	
Dic-id_1447	ecosystem	MESH:D017753		2021-09-12	
Dic-id_1448	ecology	MESH:D004463		2021-09-12	
Dic-id_1449	diversity	MESH:D044822		2021-09-12	
Dic-id_1450	biology	MESH:D001695		2021-09-12	
Dic-id_1451	lifestyles	MESH:D008019		2021-09-12	
Dic-id_1452	More than sixty			2021-09-12	
Dic-id_1453	Lyssavirus	Tax:11286		2021-09-12	
Dic-id_1454	Rhabdoviridae	Tax:11270		2021-09-12	
Dic-id_1455	Nipah	Tax:121791		2021-09-12	
Dic-id_1456	Hendra viruses	Tax:63330		2021-09-12	
Dic-id_1457	viruses	Tax:121791		2021-09-12	
Dic-id_1458	Paramyxoviridae	Tax:11158		2021-09-12	
Dic-id_1459	Marburg viruses	Tax:11269		2021-09-12	2021-09-21
Dic-id_1460	Filoviridae	Tax:11266		2021-09-12	
Dic-id_1461	Coronaviridae	Tax:11118		2021-09-12	
Dic-id_1462	zoonotic	MESH:D015047		2021-09-12	
Dic-id_1463	disseminators			2021-09-12	
Dic-id_1464	diseases		MESH:D000086965	2021-09-12	
Dic-id_1465	others	Tax:10239		2021-09-12	
Dic-id_1466	viral infections	MESH:D014777		2021-09-12	
Dic-id_1467	persistence			2021-09-12	
Dic-id_1468	exchange			2021-09-12	
Dic-id_1469	virus	Tax:10239		2021-09-12	
Dic-id_1470	migrating	MESH:D025041		2021-09-12	
Dic-id_1471	non			2021-09-12	
Dic-id_1472	species	Tax:9397		2021-09-12	
Dic-id_1473	viral zoonoses	MESH:D000086965		2021-09-12	
Dic-id_1474	extreme			2021-09-12	
Dic-id_1475	longevity	MESH:D008136		2021-09-12	
Dic-id_1476	population size	MESH:D011156		2021-09-12	
Dic-id_1477	densities	MESH:D011156		2021-09-12	
Dic-id_1478	crowded roosting behavior			2021-09-12	
Dic-id_1479	population structure			2021-09-12	
Dic-id_1480	hibernation	MESH:D006605		2021-09-12	
Dic-id_1481	overwintering			2021-09-12	
Dic-id_1482	innate	MESH:D007113		2021-09-12	
Dic-id_1483	acquired immune response	MESH:D056704		2021-09-12	
Dic-id_1484	immune response	MESH:D007113		2021-09-12	
Dic-id_1485	persistent			2021-09-12	
Dic-id_1486	virus infections	MESH:D014777		2021-09-12	
Dic-id_1487	immunopathological consequences			2021-09-12	
Dic-id_1488	physicians	Tax:9606		2021-09-12	
Dic-id_1489	physicians	MESH:D010820		2021-09-12	
Dic-id_1490	specialists	Tax:9606		2021-09-12	
Dic-id_1491	specialists	MESH:D013038		2021-09-12	
Dic-id_1492	wild fauna		MESH:D000835	2021-09-12	
Dic-id_1493	ecologists	Tax:9606		2021-09-12	
Dic-id_1494	ecologic changes		MESH:D004463	2021-09-12	
Dic-id_1495	foresee		MESH:D059031	2021-09-12	2021-10-01
Dic-id_1496	emergences			2021-09-12	2021-10-06
Dic-id_1497	immune mechanisms		MESH:D007107	2021-09-12	
Dic-id_1498	so			2021-09-12	
Dic-id_1499	ecologic	MESH:D004463		2021-09-12	
Dic-id_1500	seed dispersal	MESH:D058614		2021-09-12	
Dic-id_1501	pest control	MESH:D010572		2021-09-12	
Dic-id_1502	paramyxoviruses	Tax:11158		2021-09-12	
Dic-id_1503	filoviruses	Tax:11266		2021-09-12	
Dic-id_1504	lyssaviruses	Tax:11286		2021-09-12	
Dic-id_1505	evolutionary	MESH:D005075		2021-09-12	
Dic-id_1506	long lifespans	MESH:D008136		2021-09-12	
Dic-id_1507	gregarious roosting behaviors			2021-09-12	
Dic-id_1508	Every year			2021-09-12	
Dic-id_1509	festival	MESH:D006693		2021-09-12	
Dic-id_1510	Idanre		MESH:D009549	2021-09-12	
Dic-id_1511	males	Tax:9606		2021-09-12	
Dic-id_1512	males	MESH:D008297		2021-09-12	
Dic-id_1513	all ages			2021-09-12	
Dic-id_1514	caves	MESH:D059552		2021-09-12	
Dic-id_1515	capture			2021-09-12	
Dic-id_1516	forbidden			2021-09-12	
Dic-id_1517	outside			2021-09-12	
Dic-id_1518	festivities	MESH:D006693		2021-09-12	
Dic-id_1519	participants	Tax:9606		2021-09-12	
Dic-id_1520	participants	MESH:D008297		2021-09-12	
Dic-id_1521	rarely			2021-09-12	
Dic-id_1522	hunters	Tax:9606		2021-09-12	
Dic-id_1523	hunters	MESH:D008297		2021-09-12	
Dic-id_1524	scratches			2021-09-12	
Dic-id_1525	bites		MESH:D001733	2021-09-12	
Dic-id_1526	presented		MESH:D037921	2021-09-12	
Dic-id_1527	dignitaries	Tax:9606		2021-09-12	
Dic-id_1528	elaborate			2021-09-12	
Dic-id_1529	rituals	MESH:D002562		2021-09-12	
Dic-id_1530	health consequences		MESH:D062665	2021-09-12	
Dic-id_1531	Nigerian	MESH:D009549		2021-09-12	
Dic-id_1532	pegiviruses	Tax:1307799		2021-09-12	
Dic-id_1533	Rousettus aegyptiacus	Tax:9407		2021-09-12	
Dic-id_1534	bats	Tax:9407		2021-09-12	
Dic-id_1535	Marburg virus	Tax:11269		2021-09-12	
