relatedNote-id	Species-Zoonoses_jpn	Species-ZoonosesCategory_jpn	Category_jpn	Note_jpn	Species-Zoonoses_eng	Species-ZoonosesCategory_eng	Category_eng	Note	NoteTextAE-span	PubMed-id	Registered	LastUpdated
relatedNote-id_913	ネコ	コンパニオンアニマル（ペット）	その他	イヌ、（大型を含む）ネコ（科）、ウマ、フェレット、（養殖を含む）ミンク、モルモット、爬虫類、家禽/トリ、観賞魚、食料生産動物であるブタなど多様な生き物。	Cats	Companion animals (Pets)	Others	A wide variety of species; dogs, (captive big) cats, horses, ferrets, (farmed) minks, guinea pigs, reptiles, poultry/birds and ornamental fish, and food production animal species; domestic pigs.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/5771-5936	32442082	2021-09-27	2021-09-29
relatedNote-id_914	イヌ	コンパニオンアニマル（ペット）	その他	イヌ、（大型を含む）ネコ（科）、ウマ、フェレット、（養殖を含む）ミンク、モルモット、爬虫類、家禽/トリ、観賞魚、食料生産動物であるブタなど多様な生き物。	Dogs	Companion animals (Pets)	Others	A wide variety of species; dogs, (captive big) cats, horses, ferrets, (farmed) minks, guinea pigs, reptiles, poultry/birds and ornamental fish, and food production animal species; domestic pigs.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_915	イヌ	イヌ科	その他	コンパニオンアニマル（或いはペット）の１種。	Dogs	Canidae	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_916	ネコ	ネコ科	その他	コンパニオンアニマル（或いはペット）の１種。	Cats	Felidae	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_917	ウマ	ウマ科	その他	コンパニオンアニマル（或いはペット）の１種。	Horses	Equidae	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_918	フェレット	イタチ科	その他	コンパニオンアニマル（或いはペット）の１種。	Ferrets	Mustelidae	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_919	モルモット	齧歯目	その他	コンパニオンアニマル（或いはペット）の１種。	Guinea pigs	Rodentia	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_920	爬虫類	爬虫類	その他	コンパニオンアニマル（或いはペット）の１種。	Reptiles	Reptiles	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_921	トリ	鳥綱/鳥類	その他	コンパニオンアニマル（或いはペット）の１種。	Birds	Aves	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_922	観賞魚	魚類	その他	コンパニオンアニマル（或いはペット）の１種。	Ornamental fishes	Fishes	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_923	ブタ	イノシシ科	その他	コンパニオンアニマル（或いはペット）の１種。	Pigs	Suidae	Others	One of companion animals (or pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/87-321	27522300	2021-09-27	2021-09-29
relatedNote-id_924	詳細未記載	食料生産（哺乳）動物	その他	合計138種の（人獣共通感染症）ウイルスが感染可とする報告があり、ヒトと食料生産動物の健康への懸念がある。	Details not written	Food production mammals	Others	In total 138 (zoonotic) viruses were reported capable of infecting. It is concern for health both human and food production animals.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_925	詳細未記載	食料生産（哺乳）動物	その他	合計138種の（人獣共通感染症）ウイルスが感染可とする報告があり、ヒトと食料生産動物の健康への懸念がある。	Details not written	Food production mammals	Others	In total 138 (zoonotic) viruses were reported capable of infecting. It is concern for health both human and food production animals.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_926	人獣共通感染症		その他	コンパニオンアニマル（ペット）へは合計138種の（人獣共通感染症）ウイルスが感染可とする報告あり。	Zoonoses		Others	In total 138 (zoonotic) viruses were reported capable of infecting companion animals (pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_927	人獣共通感染症		その他	コンパニオンアニマル（ペット）へは合計138種の（人獣共通感染症）ウイルスが感染可とする報告あり。	Zoonoses		Others	In total 138 (zoonotic) viruses were reported capable of infecting companion animals (pets).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_928	詳細未記載	コンパニオンアニマル（ペット）	その他	感染可と報告がある138種の（人獣共通感染症）ウイルスのうち、59は、ヒトへ感染する。	Details not written	Companion animals (Pets)	Others	59 of 138 (zoonotic) viruses, were reported capable of infecting, are also infectious for humans.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_929	詳細未記載	コンパニオンアニマル（ペット）	その他	感染可と報告がある138種の（人獣共通感染症）ウイルスのうち、59は、ヒトへ感染する。	Details not written	Companion animals (Pets)	Others	59 of 138 (zoonotic) viruses, were reported capable of infecting, are also infectious for humans.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_930	人獣共通感染症		その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち59は、ヒトへ感染する。	Zoonoses		Others	59 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for humans.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_931	人獣共通感染症		その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち59は、ヒトへ感染する。	Zoonoses		Others	59 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for humans.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_932	詳細未記載	コンパニオンアニマル（ペット）	その他	感染可と報告がある138種の（人獣共通感染症）ウイルスのうち、135は、食料生産（哺乳）動物やトリへ感染する。	Details not written	Companion animals (Pets)	Others	135 of 138 (zoonotic) viruses, were reported capable of infecting, are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_933	詳細未記載	コンパニオンアニマル（ペット）	その他	感染可と報告がある138種の（人獣共通感染症）ウイルスのうち、135は、食料生産（哺乳）動物やトリへ感染する。	Details not written	Companion animals (Pets)	Others	135 of 138 (zoonotic) viruses, were reported capable of infecting, are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_934	人獣共通感染症		その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち135は、食料生産（哺乳）動物やトリへ感染する。	Zoonoses		Others	135 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_935	人獣共通感染症		その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち135は、食料生産（哺乳）動物やトリへ感染する。	Zoonoses		Others	135 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_936	トリ	鳥綱/鳥類	その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち135は、食料生産（哺乳）動物やトリへ感染する。	Birds	Aves	Others	135 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_937	トリ	鳥綱/鳥類	その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち135は、食料生産（哺乳）動物やトリへ感染する。	Birds	Aves	Others	135 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_938	ブタ	イノシシ科	その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち135は、食料生産（哺乳）動物やトリへ感染する。	Pigs	Suidae	Others	135 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_939	ブタ	イノシシ科	その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち135は、食料生産（哺乳）動物やトリへ感染する。	Pigs	Suidae	Others	135 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production mammals and birds.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_940	詳細未記載	コンパニオンアニマル（ペット）	その他	感染可と報告がある138種の（人獣共通感染症）ウイルスのうち、22は、食につながる魚へ感染する。	Details not written	Companion animals (Pets)	Others	22 of 138 (zoonotic) viruses, were reported capable of infecting, are also infectious for food production fishes.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_941	詳細未記載	コンパニオンアニマル（ペット）	その他	感染可と報告がある138種の（人獣共通感染症）ウイルスのうち、22は、食につながる魚へ感染する。	Details not written	Companion animals (Pets)	Others	22 of 138 (zoonotic) viruses, were reported capable of infecting, are also infectious for food production fishes.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_942	人獣共通感染症		その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち22は、食につながる魚へ感染する。	Zoonoses		Others	22 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production fishes.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_943	人獣共通感染症		その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち22は、食につながる魚へ感染する。	Zoonoses		Others	22 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production fishes.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_944	詳細未記載	食料生産魚	その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち22は、食につながる魚へ感染する。	Details not written	Food production fishes	Others	22 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production fishes.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_945	詳細未記載	食料生産魚	その他	コンパニオンアニマル（ペット）に感染可と報告がある合計138種の（人獣共通感染症）ウイルスのうち22は、食につながる魚へ感染する。	Details not written	Food production fishes	Others	22 of 138 (zoonotic) viruses, were reported capable of infecting companion animals (pets), are also infectious for food production fishes.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/711-1012	27522300	2021-09-27	2021-09-29
relatedNote-id_946	ハンタウイルス肺症候群		原因	ハンタウイルス、hantaviruses。	Hantavirus Pulmonary Syndrome		Pathogen	Hantaviruses.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_947	ハンタウイルス肺症候群		感染症	人獣共通感染症。	Hantavirus Pulmonary Syndrome		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_948	ハンタウイルス肺症候群		感染症	人獣共通感染症。	Hantavirus Pulmonary Syndrome		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_949	ハンタウイルス肺症候群		感染症法	四類感染症。	Hantavirus Pulmonary Syndrome		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Category IV Infectious Diseases.			2021-09-27	2021-09-29
relatedNote-id_950	ハンタウイルス肺症候群		家畜伝染病予防法	未確認。	Hantavirus Pulmonary Syndrome		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_951	（牛痘ウイルス感染症）		原因	タヒナウイルス、tahyna virus。	(Cowpox)		Pathogen	Tahyna virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_952	（牛痘ウイルス感染症）		感染症	人獣共通感染症。	(Cowpox)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_953	（牛痘ウイルス感染症）		感染症	人獣共通感染症。	(Cowpox)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_954	（牛痘ウイルス感染症）		感染症法	未確認。	(Cowpox)		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_955	（牛痘ウイルス感染症）		家畜伝染病予防法	未確認。	(Cowpox)		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_956	狂犬病		原因	ラブドウイルス科狂犬病ウイルス、rabies virus、RABV。	Rabies		Pathogen	Rhabdoviridae family rabies virus (RABV).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_957	狂犬病		感染症	人獣共通感染症。	Rabies		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_958	狂犬病		感染症	人獣共通感染症。	Rabies		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_959	ウエストナイルウイルス病		原因	ウエストナイルウイルス、West Nile virus。	West Nile virus disease		Pathogen	West Nile virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_960	ウエストナイルウイルス病		感染症	人獣共通感染症。	West Nile virus disease		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_961	ウエストナイルウイルス病		感染症	人獣共通感染症。	West Nile virus disease		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_962	（（季節性）インフルエンザ）		原因	A型インフルエンザウイルス、influenza A virus。	(Influenza (Flu))		Pathogen	Influenza A virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_963	（（季節性）インフルエンザ）		感染症	人獣共通感染症。	(Influenza (Flu))		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_964	（（季節性）インフルエンザ）		感染症	人獣共通感染症。	(Influenza (Flu))		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_965	ダニ媒介脳炎		原因	ダニ媒介脳炎ウイルス、tick-borne encephalitis virus。	tick-borne encephalitis		Pathogen	Tick-borne encephalitis virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_966	ダニ媒介脳炎		感染症	人獣共通感染症。	tick-borne encephalitis		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_967	ダニ媒介脳炎		感染症	人獣共通感染症。	tick-borne encephalitis		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_968	ダニ媒介脳炎		感染症法	未確認。	tick-borne encephalitis		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_969	ダニ媒介脳炎		家畜伝染病予防法	未確認。	tick-borne encephalitis		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_970	クリミア・コンゴ出血熱		原因	クリミア・コンゴ出血熱ウイルス、Crimean-Congo haemorrhagic fever virus。	Crimean-Congo hemorrhagic fever		Pathogen	Crimean-Congo haemorrhagic fever virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_971	クリミア・コンゴ出血熱		感染症	人獣共通感染症。	Crimean-Congo hemorrhagic fever		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_972	クリミア・コンゴ出血熱		感染症	人獣共通感染症。	Crimean-Congo hemorrhagic fever		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_973	ウイルス性肝炎（E型肝炎及びA型肝炎を除く）		原因	アイチウイルス、Aichi virus。	viral hepatitis (excluding hepatitis E and A)		Pathogen	Aichi virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_974	ウイルス性肝炎（E型肝炎及びA型肝炎を除く）		感染症	人獣共通感染症。	viral hepatitis (excluding hepatitis E and A)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_975	ウイルス性肝炎（E型肝炎及びA型肝炎を除く）		感染症	人獣共通感染症。	viral hepatitis (excluding hepatitis E and A)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_976	ウイルス性肝炎（E型肝炎及びA型肝炎を除く）		感染症法	未確認。	viral hepatitis (excluding hepatitis E and A)		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_977	ウイルス性肝炎（E型肝炎及びA型肝炎を除く）		家畜伝染病予防法	未確認。	viral hepatitis (excluding hepatitis E and A)		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_978	リッサウイルス感染症（狂犬病ウイルスを除く）		原因	ラブドウイルス科リッサウイルス（狂犬病ウイルス以外）、Lyssavirus (excluding rabies virus)（ヨーロッパコウモリリッサウィルス、European bat lyssavirus）。	Lyssavirus infection (excluding Rabies)		Pathogen	Rhabdoviridae family Lyssavirus (excluding rabies virus) (European bat lyssavirus).	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_979	リッサウイルス感染症（狂犬病ウイルスを除く）		感染症	人獣共通感染症。	Lyssavirus infection (excluding Rabies)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_980	リッサウイルス感染症（狂犬病ウイルスを除く）		感染症	人獣共通感染症。	Lyssavirus infection (excluding Rabies)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_981	E型肝炎		原因	E型肝炎、hepatitis E virus。	hepatitis E		Pathogen	Hepatitis E virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_982	E型肝炎		感染症	人獣共通感染症。	hepatitis E		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_983	E型肝炎		感染症	人獣共通感染症。	hepatitis E		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_984	E型肝炎		感染症法	四類感染症。	hepatitis E		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Category IV Infectious Diseases.			2021-09-27	2021-09-29
relatedNote-id_985	E型肝炎		家畜伝染病予防法	未確認。	hepatitis E		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_986	（牛痘ウイルス感染症）		原因	牛痘ウイルス、cowpox virus。	(Cowpox)		Pathogen	Cowpox virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_987	（牛痘ウイルス感染症）		感染症	人獣共通感染症。	(Cowpox)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_988	（牛痘ウイルス感染症）		感染症	人獣共通感染症。	(Cowpox)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_989	（牛痘ウイルス感染症）		感染症法	未確認。	(Cowpox)		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_990	（牛痘ウイルス感染症）		家畜伝染病予防法	未確認。	(Cowpox)		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_991	感染性胃腸炎（病原体がロタウイルスであるものに限る。）		原因	G5ロタウイルス、G5 rotavirus。	infectious gastroenteritis (Rotavirus infection)		Pathogen	G5 rotavirus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_992	感染性胃腸炎（病原体がロタウイルスであるものに限る。）		感染症	人獣共通感染症。	infectious gastroenteritis (Rotavirus infection)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_993	感染性胃腸炎（病原体がロタウイルスであるものに限る。）		感染症	人獣共通感染症。	infectious gastroenteritis (Rotavirus infection)		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/508-709	27522300	2021-09-27	2021-09-29
relatedNote-id_994	感染性胃腸炎（病原体がロタウイルスであるものに限る。）		感染症法	五類感染症。	infectious gastroenteritis (Rotavirus infection)		Japanese Act No. 114 (Act on the Prevention of Infectious Diseases and Medical Care for Patients with Infectious Diseases (the Infectious Diseases Control Law))	Category V Infectious Diseases.			2021-09-27	2021-09-29
relatedNote-id_995	感染性胃腸炎（病原体がロタウイルスであるものに限る。）		家畜伝染病予防法	未確認。	infectious gastroenteritis (Rotavirus infection)		Japanese Act No. 166 (Act on Domestic Animal Infectious Diseases Control)	Unidentified.			2021-09-27	2021-09-29
relatedNote-id_996	リンパ球性脈絡髄膜炎		原因	リンパ球性脈絡髄膜炎ウイルス、lymphocytic choriomeningitis virus。	Lymphocytic choriomeningitis		Pathogen	Lymphocytic choriomeningitis virus.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
relatedNote-id_997	リンパ球性脈絡髄膜炎		感染症	人獣共通感染症。	Lymphocytic choriomeningitis		Infection	Zoonosis.	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/27522300/spans/1014-1338	27522300	2021-09-27	2021-09-29
