lexisDic-id	lexicalCue	lexicalCue_jpn	Registered	LastUpdated
lexisDic-id_924	severe acute respiratory syndrome-coronavirus 2	severe acute respiratory syndrome-coronavirus 2	2021-09-01	
lexisDic-id_925	SARS-CoV-2	COVID-19ワクチン	2021-09-01	
lexisDic-id_926	treatments	治療法	2021-09-01	
lexisDic-id_927	novelty of the virus	SARS-CoV-2	2021-09-01	
lexisDic-id_928	vaccine	（不活化）ワクチン	2021-09-01	
lexisDic-id_929	PiCoVacc	COVID-19（ワクチン）	2021-09-01	
lexisDic-id_930	PiCoVacc	不活化（ワクチン）	2021-09-01	
lexisDic-id_931	neutralizing antibodies	中和抗体	2021-09-01	
lexisDic-id_932	mice	マウス	2021-09-01	
lexisDic-id_933	rats	ラット	2021-09-01	
lexisDic-id_934	immunizations	免疫化	2021-09-01	
lexisDic-id_935	doses	用量	2021-09-01	
lexisDic-id_936	μg	μg	2021-09-01	
lexisDic-id_937	6	6	2021-09-01	
lexisDic-id_938	partial	部分的	2021-09-01	
lexisDic-id_939	complete	完全	2021-09-01	
lexisDic-id_940	protection	防御	2021-09-01	
lexisDic-id_941	macaques	マカク	2021-09-01	
lexisDic-id_942	without	なし	2021-09-01	
lexisDic-id_943	enhancement	増強	2021-09-01	
lexisDic-id_944	novel coronavirus disease	新型コロナウイルス感染症	2021-09-01	
lexisDic-id_945	viral	SARS-CoV-2	2021-09-01	
lexisDic-id_946	mortality rate	死亡率	2021-09-01	
lexisDic-id_947	crisis	危機	2021-09-01	
lexisDic-id_948	antivirals	抗ウイルス薬	2021-09-01	
lexisDic-id_949	CQ	クロロキン	2021-09-01	
lexisDic-id_950	compassionate use	コンパッショネート使用（人道的使用）	2021-09-01	
lexisDic-id_951	March 28	（2020年）3月28日	2021-09-01	
lexisDic-id_952	U.S. Food and Drug Administration	アメリカ食品医薬品局（FDA）	2021-09-01	
lexisDic-id_953	Emergency Use Authorization	緊急使用許可（EUA）	2021-09-01	
lexisDic-id_954	EUA	EUA	2021-09-01	
lexisDic-id_955	it	ヒドロキシクロロキン	2021-09-01	
lexisDic-id_956	revoked	取り消す	2021-09-01	
lexisDic-id_957	June 15	（2020年）6月15日	2021-09-01	
lexisDic-id_958	Solidarity trial	連帯（臨床）試験	2021-09-01	
lexisDic-id_959	lopinavir	ロピナビル	2021-09-01	
lexisDic-id_960	ritonavir	リトナビル	2021-09-01	
lexisDic-id_961	May 23	（2020年）5月23日	2021-09-01	
lexisDic-id_962	June 17	（2020年）6月17日	2021-09-01	
lexisDic-id_963	stopped	中止する	2021-09-01	2021-09-07
lexisDic-id_964	end of December	（2019年）12月末	2021-09-07	
lexisDic-id_965	novel coronavirus	新しいコロナウイルス	2021-09-07	
lexisDic-id_966	spread	広がる	2021-09-07	
lexisDic-id_967	all provinces in China	中国全州	2021-09-07	
lexisDic-id_968	26 other countries around the world	世界26ヵ国	2021-09-07	
lexisDic-id_969	medicine	薬	2021-09-07	
lexisDic-id_970	chloroquine phosphate	クロロキンリン酸	2021-09-07	
lexisDic-id_971	chloroquine	クロロキン（リン酸）	2021-09-07	
lexisDic-id_972	wide range	幅広い	2021-09-07	
lexisDic-id_973	coronavirus	コロナウイルス	2021-09-07	
lexisDic-id_974	treating	治療する	2021-09-07	
lexisDic-id_975	novel coronavirus pneumonia	新型コロナウイルス関連肺炎	2021-09-07	
lexisDic-id_976	improve	向上する	2021-09-07	
lexisDic-id_977	shorten	短縮する	2021-09-07	
lexisDic-id_978	hospital stay	入院期間	2021-09-07	
lexisDic-id_979	outcome	転帰	2021-09-07	
lexisDic-id_980	Guangdong	広東省	2021-09-07	
lexisDic-id_981	interaction	相互作用	2021-09-07	
lexisDic-id_982	receptor binding domain	受容体結合ドメイン	2021-09-07	
lexisDic-id_983	RBD	RBD	2021-09-07	
lexisDic-id_984	designed	設計された	2021-09-07	
lexisDic-id_985	enzymatic activity	酵素活性	2021-09-07	
lexisDic-id_986	stronger	より強い	2021-09-07	
lexisDic-id_987	Spike glycoprotein	スパイク糖タンパク質	2021-09-07	
lexisDic-id_988	decreased	減少	2021-09-07	
lexisDic-id_989	in vivo	生体内で（インビボ）	2021-09-07	
lexisDic-id_990	enzymatic degradation	酵素分解	2021-09-07	
lexisDic-id_991	thermostability	熱安定性	2021-09-07	
lexisDic-id_992	respiratory tract infection	気道感染症	2021-09-07	
lexisDic-id_993	severe acute respiratory syndrome coronavirus (SARS)-CoV-2	SARS-CoV-2	2021-09-07	
lexisDic-id_994	triterpenoid	トリテルペノイド	2021-09-07	
lexisDic-id_995	steroidal	ステロイド	2021-09-07	
lexisDic-id_996	inhibit	阻害	2021-09-07	
lexisDic-id_997	carboxypeptidase domain	カルボキシペプチダーゼドメイン	2021-09-07	
lexisDic-id_998	Angiotensin Converting Enzyme	アンジオテンシン変換酵素（2）	2021-09-07	
lexisDic-id_999	SARS CoV-2	SARS-CoV-2	2021-09-07	
lexisDic-id_1000	triterpenoids	トリテルペノイド	2021-09-07	
lexisDic-id_1001	glycyrrhetinic	グリチルリチン（酸）	2021-09-07	
lexisDic-id_1002	oleanolic acids	オレアノール酸	2021-09-07	
lexisDic-id_1003	acids	（グリチルリチン）酸	2021-09-07	
lexisDic-id_1004	bile acids	胆汁酸（アミド化誘導体）	2021-09-07	
lexisDic-id_1005	bile acids	胆汁酸	2021-09-07	
lexisDic-id_1006	amidated derivatives	（胆汁酸）アミド化誘導体	2021-09-07	
lexisDic-id_1007	glyco-ursodeoxycholic acid	グリコウルソデオキシコール酸	2021-09-07	
lexisDic-id_1008	semi-synthetic derivatives	半合成誘導体	2021-09-07	
lexisDic-id_1009	obeticholic acid	オベチコール酸	2021-09-07	
lexisDic-id_1010	reduces	低下させる	2021-09-07	
lexisDic-id_1011	Heterologous	異種	2021-09-07	
lexisDic-id_1012	polyclonal	ポリクローナル（抗体）	2021-09-07	
lexisDic-id_1013	antibodies	（ポリクローナル）抗体	2021-09-07	
lexisDic-id_1014	plasma	血漿	2021-09-07	
lexisDic-id_1015	monoclonal antibodies	モノクローナル抗体	2021-09-07	
lexisDic-id_1016	mAbs	モノクローナル抗体	2021-09-07	
lexisDic-id_1017	epitopes	抗原決定基（エピトープ）	2021-09-07	
lexisDic-id_1018	heterologous antibodies	異種抗体	2021-09-07	
lexisDic-id_1019	xenogeneic antibody	異種抗体	2021-09-07	
lexisDic-id_1020	animal-type	動物型	2021-09-07	
lexisDic-id_1021	carbohydrates	糖鎖	2021-09-07	
lexisDic-id_1022	N-glycolyl	N-グリコリル（ノイラミン酸）	2021-09-07	
lexisDic-id_1023	neuraminic acid	（N-グリコリル）ノイラミン酸	2021-09-07	
lexisDic-id_1024	Neu5Gc	N-グリコリルノイラミン酸	2021-09-07	
lexisDic-id_1025	α1,3-galactose	α-1,3-ガラクトース	2021-09-07	
lexisDic-id_1026	serum sickness	血清病	2021-09-07	
lexisDic-id_1027	allergy	アレルギー	2021-09-07	
lexisDic-id_1028	IgG	IgG	2021-09-07	
lexisDic-id_1029	XAV-19	XAV-19	2021-09-07	
lexisDic-id_1030	neutralized	中和する	2021-09-07	
lexisDic-id_1031	angiotensin converting enzyme-2	アンジオテンシン変換酵素2	2021-09-07	
lexisDic-id_1032	<1	1未満	2021-09-07	
lexisDic-id_1033	μg/mL	μg/mL	2021-09-07	
lexisDic-id_1034	pig	ブタ	2021-09-07	
lexisDic-id_1035	GH-pAb	糖鎖ヒト化ポリクローナル抗体	2021-09-07	
lexisDic-id_1036	Fc domains	Fcドメイン	2021-09-07	
lexisDic-id_1037	fail	失敗する	2021-09-07	
lexisDic-id_1038	interact	相互作用する	2021-09-07	
lexisDic-id_1039	Fc receptors	Fc受容体	2021-09-07	
lexisDic-id_1040	avoiding	回避する	2021-09-07	
lexisDic-id_1041	macrophage-dependent	マクロファージ依存性	2021-09-07	
lexisDic-id_1042	exacerbated	悪化する	2021-09-07	
lexisDic-id_1043	inflammatory	炎症反応	2021-09-07	
lexisDic-id_1044	swine	ブタ	2021-09-07	
lexisDic-id_1045	glyco	糖鎖	2021-09-07	
lexisDic-id_1046	humanized	ヒト化	2021-09-07	
lexisDic-id_1047	pathogenic	病原性	2021-09-07	
lexisDic-id_1048	SARS-CoV	SARS-CoV（コロナウイルス）	2021-09-07	
lexisDic-id_1049	it	SARS-CoV-2（コロナウイルス）	2021-09-07	
lexisDic-id_1050	outbreaks	アウトブレイク	2021-09-07	
lexisDic-id_1051	Saudi Arabia	サウジアラビア王国	2021-09-07	
lexisDic-id_1052	this	SARS-CoV-2	2021-09-07	
lexisDic-id_1053	spike protein (S)	スパイクタンパク質（SARS-CoV）	2021-09-07	
lexisDic-id_1054	spike protein (S)	スパイクタンパク質（SARS-CoV-2）	2021-09-07	
lexisDic-id_1055	furin-like	furin様	2021-09-07	
lexisDic-id_1056	other beta coronaviruses	MERS-CoV（ベータコロナウイルス属）	2021-09-07	2021-09-08
lexisDic-id_1057	other beta coronaviruses	SARS-CoV（ベータコロナウイルス属）	2021-09-07	2021-09-08
lexisDic-id_1058	furin inhibitors	（セリン）プロテアーゼ阻害剤（フーリン阻害剤）	2021-09-07	
lexisDic-id_1059	SARS-CoV (SARS-CoV-2)	SARS-CoV-2	2021-09-07	
lexisDic-id_1060	induces	誘導	2021-09-07	
lexisDic-id_1061	neutralizing antibody	中和抗体	2021-09-07	
lexisDic-id_1062	D614	D614	2021-09-07	
lexisDic-id_1063	D614G mutant	D614G変異	2021-09-07	
lexisDic-id_1064	CD8 T cell	CD8 T細胞	2021-09-07	
lexisDic-id_1065	protects	防御	2021-09-07	
lexisDic-id_1066	noses	鼻	2021-09-07	
lexisDic-id_1067	mRNA vaccine	mRNAワクチン	2021-09-07	
lexisDic-id_1068	prefusion	prefusion構造	2021-09-07	
lexisDic-id_1069	stabilized	安定化	2021-09-07	
lexisDic-id_1070	trimer	三量体	2021-09-07	
lexisDic-id_1071	clinical phases	臨床段階	2021-09-07	
lexisDic-id_1072	184	184	2021-09-07	
lexisDic-id_1073	pre-clinical testing	前臨床試験	2021-09-07	
lexisDic-id_1074	88	88	2021-09-07	
lexisDic-id_1075	April 13	（2021年）4月13日	2021-09-07	
lexisDic-id_1076	Emergency Use	緊急使用	2021-09-07	
lexisDic-id_1077	United States Food and Drug Administration	アメリカFDA	2021-09-07	
lexisDic-id_1078	Pfizer	ファイザー（Pfizer）	2021-09-07	
lexisDic-id_1079	BioNtech	バイオンテック（BioNtech）	2021-09-07	
lexisDic-id_1080	Moderna	モデルナ（Moderna）	2021-09-07	
lexisDic-id_1081	mRNA vaccines	mRNAワクチン	2021-09-07	
lexisDic-id_1082	Johnson and Johnson	ジョンソン・エンド・ジョンソン	2021-09-07	
lexisDic-id_1083	vaccine	（ウイルス）ワクチン	2021-09-07	
lexisDic-id_1084	UK	英国	2021-09-07	
lexisDic-id_1085	government	政府	2021-09-07	
lexisDic-id_1086	University of Oxford	オックスフォード大学	2021-09-07	
lexisDic-id_1087	AstraZeneca	アストラゼネカ	2021-09-07	
lexisDic-id_1088	future	将来	2021-09-07	
lexisDic-id_1089	pandemics	パンデミック	2021-09-07	
lexisDic-id_1090	vaccines	（ウイルス）ワクチン	2021-09-07	
lexisDic-id_1091	emerging and re-emerging	新興および再興（感染症）	2021-09-07	
lexisDic-id_1092	viral diseases with zoonotic	（ウイルス性）人獣共通感染症	2021-09-07	
lexisDic-id_1093	diseases	（新興および再興）（感染）症	2021-09-07	
lexisDic-id_1094	blood type A	血液型A	2021-09-07	
lexisDic-id_1095	blood	血液（型O）	2021-09-07	
lexisDic-id_1096	over-represented	過大評価	2021-09-07	
lexisDic-id_1097	type O	（血液）型O	2021-09-07	
lexisDic-id_1098	under-represented	過少評価	2021-09-07	
lexisDic-id_1099	blood group antigens	血液型抗原	2021-09-07	
lexisDic-id_1100	prevalence	有症率	2021-09-07	
lexisDic-id_1101	type A	（血液）型A	2021-09-07	
lexisDic-id_1102	type	（血液）型（AB）	2021-09-07	
lexisDic-id_1103	type	（血液）型（AB）	2021-09-07	
lexisDic-id_1104	AB	（血液）（型）AB	2021-09-07	
lexisDic-id_1105	AB	（血液）（型）AB	2021-09-07	
lexisDic-id_1106	super-spreader	スーパー・スプレッダー（super spreader）	2021-09-07	
lexisDic-id_1107	random	ランダム（ワクチン接種）	2021-09-07	
lexisDic-id_1108	blocking	阻止する	2021-09-07	
lexisDic-id_1109	community	集団	2021-09-07	
lexisDic-id_1110	spread	（感染が）拡散	2021-09-07	
lexisDic-id_1111	pneumonia	肺炎	2021-09-07	
lexisDic-id_1112	spreading	（感染が）広がる	2021-09-07	
lexisDic-id_1113	S	スパイクタンパク質（Sタンパク質）	2021-09-07	
lexisDic-id_1114	Envelope protein	エンベロープタンパク質	2021-09-07	
lexisDic-id_1115	E	エンベロープタンパク質（Eタンパク質）	2021-09-07	
lexisDic-id_1116	Membrane glycoprotein	膜糖タンパク質	2021-09-07	
lexisDic-id_1117	M	膜糖タンパク質（Mタンパク質）	2021-09-07	
lexisDic-id_1118	Nucleocapsid phosphoprotein	ヌクレオカプシドタンパク質	2021-09-07	
lexisDic-id_1119	N	ヌクレオカプシドタンパク質（Nタンパク質）	2021-09-07	
lexisDic-id_1120	ORF8 protein	ORF8タンパク質	2021-09-07	
lexisDic-id_1121	100	100	2021-09-07	
lexisDic-id_1122	isolates	分離	2021-09-07	
lexisDic-id_1123	fifteen	15	2021-09-07	
lexisDic-id_1124	countries	国	2021-09-07	
lexisDic-id_1125	reference sequence	参照配列（リファレンス配列）	2021-09-07	
lexisDic-id_1126	NC_045512.2	NC_045512.2	2021-09-07	
lexisDic-id_1127	substitutions	置換	2021-09-07	
lexisDic-id_1128	deletion	欠失	2021-09-07	
lexisDic-id_1129	13	13	2021-09-07	
lexisDic-id_1130	sites	部位	2021-09-07	
lexisDic-id_1131	Finland	フィンランド共和国	2021-09-07	
lexisDic-id_1132	India	インド	2021-09-07	
lexisDic-id_1133	Australia	オーストラリア連邦	2021-09-07	
lexisDic-id_1134	N protein	Nタンパク質（ヌクレオカプシドタンパク質）	2021-09-07	
lexisDic-id_1135	Spain	スペイン王国	2021-09-07	
lexisDic-id_1136	Japan	日本	2021-09-07	
lexisDic-id_1137	M protein	Mタンパク質（膜糖タンパク質）	2021-09-07	
lexisDic-id_1138	substitution	置換	2021-09-07	
lexisDic-id_1139	one	1	2021-09-07	
lexisDic-id_1140	mutation	変異	2021-09-07	
lexisDic-id_1141	E protein	Eタンパク質（エンベロープタンパク質）	2021-09-07	
lexisDic-id_1142	ORF8	ORF8（タンパク質）	2021-09-07	
lexisDic-id_1143	aa84 L to S	L84S（変異）	2021-09-07	
lexisDic-id_1144	23	23	2021-09-07	
lexisDic-id_1145	Taiwan	台湾	2021-09-07	
lexisDic-id_1146	mutations	変異	2021-09-07	
lexisDic-id_1147	severe acute respiratory syndrome coronavirus-2	SARS-CoV-2	2021-09-07	
lexisDic-id_1148	23 June	（2020年）6月23日	2021-09-07	
lexisDic-id_1149	8 993 659	8993659	2021-09-07	
lexisDic-id_1150	active cases	症例	2021-09-07	
lexisDic-id_1151	469 587	469587	2021-09-07	
lexisDic-id_1152	216	216	2021-09-07	
lexisDic-id_1153	countries, areas or territories	国あるいは地域	2021-09-07	
lexisDic-id_1154	global transmission	世界中に伝播（パンデミック）	2021-09-07	2021-09-09
lexisDic-id_1155	bat	コウモリ（コロナウイルス）（RaTG13）	2021-09-07	
lexisDic-id_1156	RaTG13	RaTG13（コウモリコロナウイルス）	2021-09-07	
lexisDic-id_1157	pangolin	センザンコウ（コロナウイルス）	2021-09-07	
lexisDic-id_1158	CoV	（センザンコウ）コロナウイルス	2021-09-07	
lexisDic-id_1159	CoV	（コウモリ）コロナウイルス（RaTG13）	2021-09-07	
lexisDic-id_1160	systematic phylogenetic analysis	系統解析	2021-09-07	
lexisDic-id_1161	Coronavirinae	コロナウイルス亜科	2021-09-07	
lexisDic-id_1162	wild type	野性型	2021-09-07	
lexisDic-id_1163	97.41	97.41	2021-09-07	
lexisDic-id_1164	identity	同一	2021-09-07	
lexisDic-id_1165	Pangolin-CoV	Pangolin-CoV（センザンコウコロナウイルス）	2021-09-07	
lexisDic-id_1166	92.22	92.22	2021-09-07	
lexisDic-id_1167	Bat-SL-CoV	Bat-SL-CoV（コウモリコロナウイルス）	2021-09-07	
lexisDic-id_1168	80.36	80.36	2021-09-07	
lexisDic-id_1169	beta-CoV	beta-CoV（ベータコロナウイルス）	2021-09-07	
lexisDic-id_1170	SARS-CoV-2 strains	SARS-CoV-2株	2021-09-07	
lexisDic-id_1171	identical	同一	2021-09-07	
lexisDic-id_1172	each other	互いに	2021-09-07	
lexisDic-id_1173	varied	異なる	2021-09-07	
lexisDic-id_1174	inserted sequence	挿入配列	2021-09-07	
lexisDic-id_1175	PRRA	PRRA（アミノ酸配列）	2021-09-07	
lexisDic-id_1176	PRR	PRR（アミノ酸配列）	2021-09-07	
lexisDic-id_1177	serine	セリン	2021-09-07	
lexisDic-id_1178	Ser	セリン	2021-09-07	
lexisDic-id_1179	threonine	スレオニン（トレオニン）	2021-09-07	
lexisDic-id_1180	Thr	スレオニン（トレオニン）	2021-09-07	
lexisDic-id_1181	O-linked	O-型	2021-09-07	
lexisDic-id_1182	glycans	糖鎖	2021-09-07	
lexisDic-id_1183	pangolin	（マレー）センザンコウ（マライセンザンコウ）	2021-09-07	
lexisDic-id_1184	Manis javanica	マレーセンザンコウ（マライセンザンコウ）	2021-09-07	
lexisDic-id_1185	bat	（ナカキクガシラ）コウモリ	2021-09-07	
lexisDic-id_1186	Rhinolophus affinis	ナカキクガシラコウモリ	2021-09-07	
lexisDic-id_1187	global health	国際保健（グローバルヘルス）	2021-09-07	
lexisDic-id_1188	new coronavirus	新型コロナウイルス	2021-09-07	
lexisDic-id_1189	sequence identity	配列相同性	2021-09-07	
lexisDic-id_1190	bat coronavirus RaTG13	コウモリコロナウイルスRaTG13	2021-09-07	
lexisDic-id_1191	coronaviruses	コロナウイルス	2021-09-07	
lexisDic-id_1192	other hosts	他の宿主	2021-09-07	
lexisDic-id_1193	one coronavirus	1つのコロナウイルス	2021-09-07	
lexisDic-id_1194	Malayan pangolin	マレーセンザンコウ（マライセンザンコウ）	2021-09-07	
lexisDic-id_1195	98.6	98.6	2021-09-07	
lexisDic-id_1196	97.8	97.8	2021-09-07	
lexisDic-id_1197	90.7	90.7	2021-09-07	
lexisDic-id_1198	amino acid identity	アミノ酸相同性	2021-09-07	
lexisDic-id_1199	E	エンベロープタンパク質（Eタンパク質）（マレー（マライ）センザンコウコロナウイルス）	2021-09-07	
lexisDic-id_1200	M	膜糖タンパク質（Mタンパク質）（マレー（マライ）センザンコウコロナウイルス）	2021-09-07	
lexisDic-id_1201	N	ヌクレオカプシドタンパク質（Nタンパク質）（マレー（マライ）センザンコウコロナウイルス）	2021-09-07	
lexisDic-id_1202	S	スパイクタンパク質（Sタンパク質）（マレー（マライ）センザンコウコロナウイルス）	2021-09-07	
lexisDic-id_1203	receptor-binding domain	受容体結合ドメイン	2021-09-07	
lexisDic-id_1204	virtually	実質的には	2021-09-07	
lexisDic-id_1205	noncritical	重要でない	2021-09-07	
lexisDic-id_1206	amino acid difference	アミノ酸の違い	2021-09-07	
lexisDic-id_1207	recombination	組み換え	2021-09-07	
lexisDic-id_1208	Pangolin-CoV-like virus	センザンコウコロナウイルス様ウイルス	2021-09-07	
lexisDic-id_1209	Bat-CoV-RaTG13-like virus	コウモリコロナウイルス株RaTG13様ウイルス	2021-09-07	
lexisDic-id_1210	17 of 25	25匹中17匹	2021-09-07	
lexisDic-id_1211	Malayan pangolins	マレーセンザンコウ（マライセンザンコウ）	2021-09-07	
lexisDic-id_1212	pangolins	マレーセンザンコウ（マライセンザンコウ）	2021-09-07	
lexisDic-id_1213	circulating	循環	2021-09-07	
lexisDic-id_1214	coronavirus	センザンコウコロナウイルス	2021-09-07	
lexisDic-id_1215	intermediate host	中間宿主	2021-09-07	
lexisDic-id_1216	most-trafficked mammal	世界で最も売買されている哺乳綱/哺乳類	2021-09-07	2021-09-29
lexisDic-id_1217	wildlife trade	野性動物の取引	2021-09-07	
lexisDic-id_1218	controlled	管理	2021-09-07	
lexisDic-id_1219	interacts	相互作用する	2021-09-07	
lexisDic-id_1220	cellular	細胞（内）の	2021-09-07	
lexisDic-id_1221	heparan sulfate	ヘパラン硫酸	2021-09-07	
lexisDic-id_1222	heparin	ヘパリン	2021-09-07	
lexisDic-id_1223	binding site	結合部位	2021-09-07	
lexisDic-id_1224	On cells	細胞上では	2021-09-07	
lexisDic-id_1225	both	両方	2021-09-07	
lexisDic-id_1226	Unfractionated heparin	未分画ヘパリン	2021-09-07	
lexisDic-id_1227	non-anticoagulant heparin	無抗凝固性ヘパリン	2021-09-07	
lexisDic-id_1228	heparin lyases	ヘパリンリアーゼ	2021-09-07	
lexisDic-id_1229	block	阻止する	2021-09-07	
lexisDic-id_1230	virus	（シュードタイプ（偽型））SARS-CoV-2	2021-09-07	
lexisDic-id_1231	attachment	付着	2021-09-07	
lexisDic-id_1232	dependent	依存性	2021-09-07	
lexisDic-id_1233	Manipulation	処置	2021-09-07	
lexisDic-id_1234	adhesion	接着	2021-09-07	
lexisDic-id_1235	exogenous	外因性	2021-09-07	
lexisDic-id_1236	fractional	低用量	2021-09-07	
lexisDic-id_1237	Intradermal	皮内	2021-09-07	
lexisDic-id_1238	vaccination	黄熱ワクチン	2021-09-07	
lexisDic-id_1239	vaccination	水痘（帯状疱疹）ワクチン	2021-09-07	
lexisDic-id_1240	vaccination	髄膜炎菌ワクチン	2021-09-07	
lexisDic-id_1241	vaccination	日本脳炎ワクチン	2021-09-07	
lexisDic-id_1242	vaccination	ヒトパピローマウイルス（HPV）ワクチン	2021-09-07	
lexisDic-id_1243	vaccination	三種混合（DPT）ワクチン	2021-09-07	
lexisDic-id_1244	vaccination	A型肝炎ワクチン	2021-09-07	
lexisDic-id_1245	vaccination	B型肝炎ワクチン	2021-09-07	
lexisDic-id_1246	vaccination	ポリオワクチン	2021-09-07	
lexisDic-id_1247	vaccination	狂犬病ワクチン	2021-09-07	
lexisDic-id_1248	vaccination	（季節性）インフルエンザワクチン	2021-09-07	
lexisDic-id_1249	full	全	2021-09-07	
lexisDic-id_1250	influenza virus	（季節性）インフルエンザウイルス	2021-09-07	
lexisDic-id_1251	poliovirus	ポリオウイルス（PV）	2021-09-07	
lexisDic-id_1252	PV	PV（ポリオウイルス）	2021-09-07	
lexisDic-id_1253	hepatitis B virus	B型肝炎ウイルス（HBV）	2021-09-07	
lexisDic-id_1254	HBV	HBV（B型肝炎ウイルス）	2021-09-07	
lexisDic-id_1255	hepatitis A virus	A型肝炎ウイルス（HAV）	2021-09-07	
lexisDic-id_1256	HAV	HAV（A型肝炎ウイルス）	2021-09-07	
lexisDic-id_1257	diphtheria	ジフテリア（菌）	2021-09-07	
lexisDic-id_1258	tetanus	破傷風（菌）	2021-09-07	
lexisDic-id_1259	pertussis	百日咳（菌）	2021-09-07	
lexisDic-id_1260	bacterias	（百日咳）菌	2021-09-07	
lexisDic-id_1261	bacterias	（破傷風）菌	2021-09-07	
lexisDic-id_1262	bacterias	（ジフテリア）菌	2021-09-07	
lexisDic-id_1263	D	ジフテリア菌	2021-09-07	
lexisDic-id_1264	T	破傷風菌	2021-09-07	
lexisDic-id_1265	P	百日咳菌	2021-09-07	
lexisDic-id_1266	human papillomavirus	ヒトパピローマウイルス（HPV）	2021-09-07	
lexisDic-id_1267	HPV	HPV（ヒトパピローマウイルス）	2021-09-07	
lexisDic-id_1268	Japanese encephalitis virus	日本脳炎ウイルス（JE）	2021-09-07	
lexisDic-id_1269	JE	JE（日本脳炎ウイルス）	2021-09-07	
lexisDic-id_1270	meningococcus	髄膜炎菌	2021-09-07	
lexisDic-id_1271	varicella zoster virus	水痘帯状疱疹ウイルス（VZV）	2021-09-07	
lexisDic-id_1272	VZV	VZV（水痘帯状疱疹ウイルス）	2021-09-07	
lexisDic-id_1273	yellow fever virus	黄熱ウイルス	2021-09-07	
lexisDic-id_1274	valid	有効	2021-09-07	
lexisDic-id_1275	efficacy	有効	2021-09-07	
lexisDic-id_1276	efficiency	効率	2021-09-07	
lexisDic-id_1277	influenza	（季節性）インフルエンザ	2021-09-07	
lexisDic-id_1278	rabies	狂犬病	2021-09-07	
lexisDic-id_1279	influenza	（季節性）インフルエンザ（ワクチン）	2021-09-07	
lexisDic-id_1280	rabies	狂犬病（ワクチン）	2021-09-07	
lexisDic-id_1281	HBV	HBV（B型肝炎）（ワクチン）	2021-09-07	
lexisDic-id_1282	vaccines	（（季節性）インフルエンザ）ワクチン	2021-09-07	
lexisDic-id_1283	vaccines	（HBV（B型肝炎））ワクチン	2021-09-07	
lexisDic-id_1284	vaccines	（狂犬病）ワクチン	2021-09-07	
lexisDic-id_1285	influenza vaccines	（季節性）インフルエンザワクチン	2021-09-07	
lexisDic-id_1286	immunogenicity	免疫原性	2021-09-07	
lexisDic-id_1287	ID	皮内注射	2021-09-07	
lexisDic-id_1288	up to 20	最大20	2021-09-07	
lexisDic-id_1289	IM	筋肉注射	2021-09-07	
lexisDic-id_1290	healthy	健康	2021-09-07	
lexisDic-id_1291	adults	成人	2021-09-07	
lexisDic-id_1292	elderly	高齢者	2021-09-07	
lexisDic-id_1293	immunocompromised patients	免疫不全患者	2021-09-07	
lexisDic-id_1294	children	子供	2021-09-07	
lexisDic-id_1295	vaccines	（黄熱）ワクチン	2021-09-07	
lexisDic-id_1296	vaccines	（水痘（帯状疱疹））ワクチン	2021-09-07	
lexisDic-id_1297	vaccines	（髄膜炎菌）ワクチン	2021-09-07	
lexisDic-id_1298	vaccines	（日本脳炎）ワクチン	2021-09-07	
lexisDic-id_1299	vaccines	（三種混合（DPT））ワクチン	2021-09-07	
lexisDic-id_1300	vaccines	（A型肝炎）ワクチン	2021-09-07	
lexisDic-id_1301	meningococcal disease	髄膜炎	2021-09-07	
lexisDic-id_1302	COVID-19 vaccine	COVID-19ワクチン	2021-09-07	
lexisDic-id_1303	shortage	不足	2021-09-07	
lexisDic-id_1304	dosing	用量	2021-09-07	
lexisDic-id_1305	achieve	獲得	2021-09-07	
lexisDic-id_1306	herd immunity	集団免疫	2021-09-07	
lexisDic-id_1307	quickly	迅速化	2021-09-07	
lexisDic-id_1308	Severe Acute Respiratory Syndrome	重症急性呼吸器症候群	2021-09-07	
lexisDic-id_1309	Severe Acute Respiratory Syndrome	SARS（関連コロナウイルス）	2021-09-07	
lexisDic-id_1310	SARS	重症急性呼吸器症候群	2021-09-07	
lexisDic-id_1311	related coronavirus	（SARS）関連コロナウイルス	2021-09-07	
lexisDic-id_1312	several countries	いくつかの国々	2021-09-07	
lexisDic-id_1313	zoonotic viral diseases	ウイルス性人獣共通感染症	2021-09-07	
lexisDic-id_1314	Rift Valley fever	リフトバレー熱（ウイルス）	2021-09-07	
lexisDic-id_1315	West Nile	ウエストナイル（ウイルス）	2021-09-07	
lexisDic-id_1316	chikungunya	チクングニア（ウイルス）	2021-09-07	
lexisDic-id_1317	dengue	デング（ウイルス）	2021-09-07	
lexisDic-id_1318	yellow fever	黄熱（ウイルス）	2021-09-07	
lexisDic-id_1319	Crimean-Congo hemorrhagic fever	クリミア・コンゴ（出血熱）（ウイルス）	2021-09-07	
lexisDic-id_1320	influenza viruses	（季節性）インフルエンザ	2021-09-07	
lexisDic-id_1321	viruses	（黄熱）ウイルス	2021-09-07	
lexisDic-id_1322	viruses	（デング）ウイルス	2021-09-07	
lexisDic-id_1323	viruses	（チクングニア）ウイルス	2021-09-07	
lexisDic-id_1324	viruses	（ウエストナイル）ウイルス	2021-09-07	
lexisDic-id_1325	viruses	（クリミア・コンゴ（出血熱））ウイルス	2021-09-07	
